Post_Text,Emotions
i also feel very nostalgic about all these highschool memories,love
i do feel completely isolated,sadness
i was feeling slightly more lethargic on the first two weeks but i was back to my normal energy levels this week,sadness
i feel simply amazed when i look back,surprise
i have a lot of respect for this kind of photography more than what i feel towards that fake sort of thing consisting mostly of fog effects and girls who look just out of a lewis carroll s novel a genre held in regard by many emerging photographers,sadness
im just not mentally there but can still feel the itch in my legs to run and once i get out there im so glad i did,joy
i still feel shaky but it is gradually getting better i have no idea what is going on,fear
i feel so privileged to have spent so much time with him,joy
i focus on little things that make me feel glamorous,joy
i would have depressions and feel like a burden to my husband who is supporting us,joy
i feel unbearably tortured knowing that im helpless i cant invade north korea and take down kim jong un i cant actually save the world,fear
i don t need to drop feelings like a hot potato or slam the door shut on them,love
i finished the film i feel kind of regretful that i wasnt able to catch this on the big screen,sadness
i knew i didn t feel pretty enough for these clothes,joy
i feel undeservingly lucky to be surrounded by their love and warmth,joy
i had applied for a job and they had assured me that the exams would take place a few months later a week later i went to obtain some more information and they told me that the exams had already taken place,anger
im not feeling very festive this year,joy
i get the feeling he was as surprised as everybody else when people started getting sick,surprise
i am just feeling cranky and blue,anger
i feel so unpleasant gt lt,sadness
im not trying to sound sarcastic but only trying to make the point that amid the daily pressures of life as wife and mom we often may find ourselves feeling kind of unimportant or robotic if you will in carrying out our tasks,sadness
i don t feel i need to stop being festive,joy
i am breast feeding my newborn and was wondering how long will be breasts feel tender and super large,love
i feel so discontent with this decision,sadness
i was feeling much more agitated than usual had difficulties sleeping and constantly required my parents presence,fear
i feel as though im doomed to finding a man,sadness
i feel sorry for those who had to leave hearth and home to work the sale,sadness
i choose not to feel guilty unworthy or doubted,sadness
i start feeling smug that ive been good about writing posts i blink and then a month vanishes,joy
im just feeling insecure and while i can easily diagnose these dispositions it doesnt help,fear
i want people to have confidence that if they were in my chair they would leave looking and feeling amazing,joy
i just did not feel inspired to blog and frankly creating blog posts had become a chore,joy
i feel nay am gorgeous on the right track getting good grades making people happy mildly talented a good cook have a very good ear for musical notes love anime have people who care about me idiots and have a life i can do something with,joy
i did feel superior in one thing,joy
i also loved that you could really feel the desperation in these sequences and i especially liked the emotion between knight and squire as theyve been together in a similar fashion to batman and robin for a long time now,love
i feel much less dismayed,sadness
i remember watching this as a child and feeling a bit outraged on charlie browns behalf when peppermint patty invites herself over to his house for thanksgiving and then gets angry when she doesnt get the meal she expects,anger
i just don t feel as impressed and as happy with things like i used to,surprise
i feel like he is kinda cute too,joy
i was not feeling up to it yet i blamed my fiances deployment for bringing me down,sadness
i was feeling a little unsure about my retro flowered piece,fear
when i passed the university entrance exam,joy
i began to feel like maybe i had rushed into this and not prayed or thought through it enough,anger
i wasnt feeling it and i didnt want to fake it,sadness
im kinda relieve but at the same time i feel disheartened,sadness
i do not know what to say here i could not get a feeling for this soundtrack it rather distracted me and did not seem to really fit,anger
i am not always feeling creative,joy
i always feel triumphant when my recycling bin is brimming over and my garbage bin contains only household scraps,joy
i feel stupid because i didnt buy in sooner,sadness
i want nothing more than to continue this journey empowering women who because of their illness feel helpless and isolated,sadness
i feel like i got to know her a bit and what i did get to know i really liked,love
i feel like im an unwelcome presence whenever she is around,sadness
im on a double at work i wasnt feeling overly sociable when i met my new roommate so i hope she doesnt think im a complete bitch,joy
i wouldnt buy it but if someone gave me some id wear it if i was feeling a particularly vain that day but not really,sadness
i just love the polar bear in the back ground feeling a little camera shy at the moment,fear
i feel like such a pathetic talentless unloveable loser,sadness
i was feeling reassured,joy
i won t feel like there would be a dull moment with him,sadness
i feel ugly so i must be,sadness
i just sank into feeling completely satisfied by the time it was done and oh the sex was super excellent because they had both been dying to get at each other so it had an edge of intensity both times and the build up made it worth the while even beyond how hot it was,joy
i seek out a rejected love because i feel as though i dont deserve faithful and monogamous love,love
im feeling a little dazed at the amount of items that i no longer use for decorations,surprise
i feel this game is so precious to everyone not only to the players,joy
i feel overwhelmed by my circumstance in all of my mere human ness i will remember that god has landed here,surprise
i feel very honoured that people think this of me,joy
i feels at all bitter over his treatment he gave no indication on monday night,anger
i feel for him and im sympathetic because i have known people who have struggled with alcohol and drug addiction,love
i am no longer a virgin with girls i m starting to feel very indecisive once again,fear
im feeling excited when climb up but its so hard to get down,joy
i am feeling thankful that there are so many people who care about art and want to make things,joy
i havent had that feeling for a while so trust i was greatly appreciative,joy
i hate being the party girl because i feel like such a hypocrite because i always hated them,sadness
i love being swung around the dance floor with him leading making me feel graceful,joy
im feeling nostalgic cant beat the corys iframe allowfullscreen allowfullscreen frameborder height src http www,love
im feeling a little apprehensive as we come near the time we go back to mayo clinic,fear
i feel as though my descriptions are skimmable and unimportant,sadness
i sin against him and am filthy before him and yet i only feel his gentle love beckon me back into his arms and feel his righteousness rush over me,love
i could feel his triumphant smirk at my back,joy
i have a feeling they might be pleasantly surprised,surprise
i own the brushes are constantly used and i feel that they are a worthwhile investment,joy
i nearly barfed on the day before came inside to ask me how i was feeling and as i assured her i was better and it was most likely something i ate she winked at me and said well you know there is something else that can make young women sick like that as well,joy
i notice that is generally toward the end of the day that i start feeling really doubtful,fear
i feel personally hated when i read their poems,sadness
im feeling a little better and with more christmas spirit i thought that by this date id had all my christmas decorations up but im not finish even with the lights,joy
i had been feeling fabulous and full of energy but easter weekend wiped me out and i havent been able to recover,joy
i see the more i feel is fake,sadness
i stood for a few minutes more feeling a strange heavy numbness settling over me even as my heart beat faster then slowly sat down again thinking,fear
i finally know what it feels like to be heartbroken,sadness
i still had the feeling something weird had just gone down,surprise
i have just been feeling so thankful humbled and blessed for my family and where we are in our life,joy
i was feeling playful so i made a little snowman he was only about feet but i thought he was cute,joy
i believe you have to truly regret feel remorseful that you have these feelings even if you feel like you can t control them,sadness
i feel guilty a little and also mildly worried but not bad enough to actually pursue anything,sadness
i look at your pictures but can not touch or feel although they are gorgeous there are not real,joy
i leave the meeting feeling more than a little disheartened,sadness
i am feeling triumphant i bang my helmet hard into a beam that they all pass easily under,joy
i am more well read and i feel like im becoming more intelligent and articulate,joy
i was literally swishing around in the water feeling like a very unsuccessful drowned hamster,sadness
im praying you didnt feel a thing and it was peaceful for you,joy
i feel so hopeless and unloved and unwanted,sadness
i feel so rebellious on my parents for not letting them know what i m doing for the moment and for my friends who were away for a long time and were thrilled to meet me there,anger
i can t tell you how awful that comment made me feel its not supportive it s condescending,love
i dont know if it was because i almost got a feeling that he actually might like me or if it was because i got the feeling that he liked olivia,love
i master myself and force some sunshine that i do not feel at all into my voice to indicate that this unfortunate lapse of several minutes is over and we are going to move past it start over try again,sadness
i saw that there were more stones jackie was standing there a certain way i can sense that she was feeling a bit agitated,fear
i get the feeling that im butchering a feeling that was as delicate as it was wordless but so be it,love
i already did feel deprived when after claire was born i reacted to the epidural and experienced extreme shakes for a couple of hours and was unable to hold her during that special quiet alertness newborns experience,sadness
ive also been feeling depressed lately because of things that even i myself cannot understand,sadness
i posted i think it was about feeling sorta shitty and well i didnt want that to be the last post in my blog any more,sadness
i feel he is an terrific really worth bet,joy
i was feeling very bitter towards him so my responses where kind of cold,anger
i understand now feel what my beloved meant when he said i wish there had never been anyone but you,love
i like the three finger hands those simple details give it that otherworldliness feel again the paint choices while not terrible by any stretch of the imagination it doesn t blow me away and i would have liked to have seen these both in translucent blue,sadness
i was constantly amazed by the world building maybe because it came hand in hand with the gripping pace in the books i feel like there are your sections devoted to character your sections devoted to world building and specific small sections devoted to plot,love
i feel like i have a job to do on this planet so as soon as my purpose is determined i plan to try my hardest to fulfill it,joy
i feel terrible that i am not consumed by guilt,sadness
i feel worthless and the precious time i lost is unbearable,sadness
i feel naughty saying how beautiful it was feeling that heat on my bones yesterday,love
i feel like you think im heartless and honestly im really not not about this,anger
i feel like ive been so inspired and have been stretching myself in all kinds of directions but finally feel like setting down and going with the flow,joy
i was beginning to feel defeated,sadness
i was so tired of feely lousy,sadness
i feel like that i should be loyal to microsoft for the rest of my life now,love
i do however feel like one of those pathetic girls who make up excuses because of a guy,sadness
i am actually feeling a little triumphant watching this economic crisis unfold,joy
i thought getting confirmation on publishing would make it so easy to sit down and write and it for sure is a great feeling but i am terrified,fear
i got into austin just after last night exhausted and still feeling pretty lousy from the cold i got in seattle last week,sadness
i asked feeling utterly useless,sadness
i have found in the past when i blog daily i have more to say and i get out my feelings and emotions in more creative ways,joy
i do walk on the treadmill i feel really smug all day so it s worth it,joy
ive never had a maternal instinct a feeling of broodiness nor have the urge to say aww he she is so cute when an of course kicking and screaming little brat is in the room,joy
ive had in a long time and i feel fantastic about it,joy
i then felt a feeling of awkwardness and discontent cuz he said yeah me too and not im sorry,sadness
i have a feeling the googler in this case was again dissatisfied with his search results,anger
i left feeling entertained but empty,joy
i feel like im a gorgeous person,joy
i want him to become more fully himself and that is the joy i feel when like yesterday he says with an excited whisper mama,joy
i absolutely love working and the feeling of accomplishment i get from it but i am tangibly physically unhappy with the family life i am missing right now,sadness
i feel so blessed to be a part of your days,joy
i feel appalled at my sadness and hurt,anger
i actually feel more energetic than usual rather than drained,joy
i worked as an editor and part of my job was to reject manuscripts i hated it because in those cover letters i could feel the writer s anticipation and longing,love
i feel so stupid at how easily i cry these days,sadness
im feeling very agitated right now,anger
i realized that clothing is made in all sizes and i do not have to look like a model to feel more acceptable to myself,joy
i feel strangely defeated,sadness
i figured i have to blog about what i feel passionate about or im not doing myself or this blog any justice,love
i just feel gassed and low energy,sadness
i learnt that expectations of people are not always met and may leave you feeling immensely disappointed most of the time,sadness
i feel absolutely foolish for allowing myself to actually believe that this might be it for us the month weve been praying so hard for,sadness
i was out the exit door feeling strange because at the last stage the entire thing seemed to slip out of my hands like a slippery fish and also hopeful that i know what to do and if i can look at it positively it means just one more trip to retry,fear
i constantly worry about their fight against nature as they push the limits of their inner bodies for the determination of their outer existence but i somehow feel reassured,joy
i am reading something the saints have written i feel a real pang of sweet pain for the love they have for our lord,love
i don t feel too troubled about this,sadness
i feel and im amazed of how often i think i need to save the world,surprise
i just need a few minutes to feel put upon and gloomy or to rage and spit,sadness
i feel like an ungrateful asshole,sadness
i feel frightened and exhilarated by the scene,fear
i feel useless hopeless and stupid,sadness
i have rarely left a meeting feeling more angry and upset,anger
i have no idea what to do i have no idea how to help him and i m feeling pretty damn useless right now,sadness
i always feel pressured when i play against someone,fear
i came home with these bits and bobs feeling very pleased with myself and ready for some sunny british weather,joy
i feel cool because the plane has four seats instead of only two,joy
i wrote feel there rather than think or believe because i know objectively that i am smart probably smarter than most people but most of the time im more conscious of what i dont know than what i do know,joy
i cant believe this is right but i feel a lot less alarmed since the sea is still at a steady,fear
ill especially feel like im going to pass out or throw up if im really hot and it comes all of the sudden,love
i feel not just attracted to but completely enthralled and captivated by him like hes some kind of other worldly creature with nothing inside him but a really bright light,surprise
i am left feeling dazed and confused,surprise
i said before i feel like a hypocrite advocating for diabetes support and awareness without supporting my own situation,love
i always want my guests to know how much i appreciate them coming to visit so i strive to really make them feel welcomed and loved,joy
i owned yet did not feel fully welcomed i decided to reach out to hans among others sending an email to his old inbox even though we had not communicated in over ten years,joy
i know what it feels like he stressed glaring down at her as she squeezed more soap onto her sponge,anger
i get the feeling that theyll all gel together anyway because im too impatient to wait on change,anger
i am feeling a little stressed to think that the trip is so close to being reality,anger
i got to christmas feeling positive about the future and hopeful that hospital admissions were finally behind me,joy
i feel fully convinced that tattoos are allowable for christians,joy
i feel them at all and cannot just be content becoming a widow nun derby girl or something is what they become for me in my head,joy
im just tired of feeling bitchy and completely worthless,anger
i suddenly feel like the grouchy grinch or jack skellington,anger
i dont know why for some reason i feel really pissed off by this person ive supported for years,anger
i got a feeling that it was rushed to,anger
i was feeling somewhat irritable through the whole thing,anger
i was feeling fine until whammo,joy
i feel isolated and overwhelmed this lie can cause me to abandon any project that a class zem slink title god href http en,sadness
i feel needy when i ask someone to hang out with me and i end up not trying after a few times of being told no i have plans sorry,sadness
i feel threatened because she attacked me in the arena,fear
i really dont think seriously happy and focused like i am familiar with feeling nonetheless rather i feel strangely distracted and uncomfortable,anger
i know how much work goes into the creation and i feel the author deserves a chance to prove that their work is worthwhile,joy
i have been met at the airport and taken under lucy s wing to feel welcomed and looked after,joy
i feel like if your going to fall in love with an object then you need to at least make it a useful one like a vibrator or a dildo,joy
i feel lonely and he always talks to me,sadness
im feeling inspired today,joy
i do remember my left quad starting to feel strange not hurting yet an aggravating feeling about a week or two before the marathon,surprise
i type this i can see my unacceptably huge muffin top protruding out of my top and i feel disgusted that i am letting all my hard work of previous rounds go to waste,anger
i often feel offended when people other fans think i name my son joshua as joshua in josh groban,anger
i feel that i am not valued i am under paid and worked like a slave unfortunately this is not just a personal feeling,joy
i could get fucking stuffed in fucking chocolate without feeling weird and fat do you have troubles sleeping at night,surprise
im just feeling whiney,sadness
i feel that theyve suddenly isolated me into a corner of the past but its as if i have suddenly become a memory attached to a name on a phone list,sadness
i brought to his attention tonight is i don t feel that he is very considerate,love
i realize that i sound a little overdramatic when i say that but if you sincerely feel that way you have clearly missed the point of all of these posts,sadness
i love feeling carefree and without all these nervous feelings shooting through my body like i just saw myself on americas most wanted,joy
im still feeling a little shocked over yesterdays news that pope benedict xvi has decided to resign,surprise
when we were able to afford a new sofa a leather one which cost sek i had waited for it for years,joy
im feeling a little vulnerable,fear
i am going to feel for caring so much and letting people in my world then this shall be the last time i am doing so,love
i know i should write something but i m feeling a bit blank at the moment,sadness
i wish that i could re establish a reasonable level of motivation that isnt predicated on the need to make people feel like less intelligent human beings than they probably are,joy
i feel selfish for praying through things,anger
i feel completely restless and then i feel fine where i am,fear
im also feeling brave enough to publish my thoughts about them again too,joy
i really feel hesitant,fear
i feel that getting the word out about free software is at least as important as getting the word out about sexual freedom,joy
i really didnt feel like going out at all but roger was very keen so we all went off to the big noise where my mood lightened slightly,joy
im caught up on sleep and no longer feel like a zombie im excited to focus on being a good wife mother and homemaker again,joy
i feel loyal to a href http www,love
i think im mad at myself for just feeling this jaded after only five months of nursing,sadness
i feel i have talented people around us in the organization,joy
i read somewhere that even if the rest of the relationship is perfect and there is one problem that can t be solved or you feel isn t being resolved it will consume the rest of the relationship,joy
i do reviews only on my personal experience please do not feel insulted or put off by my words i intend only to advise,anger
i feel for you despite the bitterness and longing,love
i feel really groggy today like my entire face and body is suddenly all thick and mud like,sadness
i pretty much get a feeling that i am not liked at all by them,love
i hope that they can tell a difference and that i feel less tortured by the experience,anger
im not excited to be able to dress in my style and to put on some lipstick but i feel determined to keep this feeling inside me,joy
i went from feeling helpless to powerful,sadness
i was feeling quite grumpy when ajmed parked the jeep in front of yet another huge rock in the early dusk,anger
i feel its hardly a loss since the food at kao chi is not only delicious but also more budget friendly,joy
i always feel like im the least liked,love
i will sometimes feel a dull ache in the leg while sitting but i think that can be expected at this point,sadness
im feeling uber romantic and lovey dovey this week,love
i wish santa claus was a real person cause i didnt feel as greedy when i was a kid and thought i was getting my loot for free,anger
i feel about any other part of pride i still believe in what dykes on bikes stand for and am still proud to lead the pride march because of it,joy
i think it is the worst feeling it gives me the shivers and just thinking about it makes my teeth feel strange,surprise
i feel so helpless knowing i cant protect them and i worry about the others now,fear
im feeling pretty resentful,anger
i feel such a longing to be near him when we dont,love
i feel sometimes i am like heartless tin woodman sometimes like cowardly lion but i really want to believe there is a href http www,anger
i wrote maybe a truth because i want to tell one guy something and i am afraid to tell him how i feel because he pissed me off,anger
ive been feeling quite disillusioned with christmas this year,sadness
i mulled this idea over in my head as much as i loved it i also noticed myself feeling a bit hesitant about what it might mean for her our,fear
i was feeling a little more resentful of what appeared to be poor planning by the organizers,anger
im not allowed to do anything outside of the house until ive lost weight until im thin enough to feel acceptable,joy
i feel practically virtuous this month i have not exceeded my target of only buying things,joy
i am working to create a nice community page for you guys so you can connect easily without feeling awkward about approaching people,sadness
i feel insulted by saying real is bigger than man u real is a cows shit,anger
i am feeling so comfortable and so happy he says,joy
im on day of feeling lousy but im starting to feel human again,sadness
i did though and woke up feeling terrific,joy
i feel that the content i have in mind isnt really that great after all,joy
im trying to wein off them with doctors guidance of course but if i miss a day i feel agitated about everything,fear
i feel a lil bit gloomy,sadness
im okay but feeling a little apprehensive as my dad has a minor operation today,fear
i am now feeling much more relaxed and settled in my life and am enjoying blogging just as much as i did when i first started,joy
i feel hurt and i decide not to say that i am hurt but instead make up a story that takes the other person off the hook for being rude mean or unkind to me,sadness
ill dream about sol and wake up feeling distressed,fear
i am feeling unsure of how to handle a new phase one of my kids is in or feeling badly for how i ve handled a situation this book is a clear reminder for me that my job is to help teach them each how to make good decisions,fear
i do not feel outraged by the change in name changing tanjore to thanjavur and mysore to mysuru makes more sense but since the previous cities were named by the very people who made them what they are today from mere villages to major power centres it s not a crime to retain those names,anger
i feel like love should be messy,sadness
i suppose i feel neurotic about my birthday because i thought i would be established at this point,fear
i admit that i feel as if i only have a little but that little i am determined to offer to the lord bit by bit to do as he pleases when he pleases where he pleases how he pleases,joy
im feeling terrific and in great shape im optimistic that ill heal well and quickly while remaining realistic that im going to feel fairly crap for the first week,joy
i silently chant feeling the calm beginning to return,joy
i feel strong for a few reasons,joy
i didnt often feel helpless,sadness
im seeing the sausage being made but rather than feeling appalled im broadening my understanding of what makes a good book,anger
i feel that pain now and am fearful that i will have to endure that for many years to come,fear
i was able to go to a st party i am back feeling sociable and i really hope to get back into going to the munch but that requires a walk a min bus journey another walk then the munch and then all that back again which at the moment is a little too much,joy
i genuinely feel pertaining to him suffering from that stanley said,sadness
im all about helping people integrate their feelings thoughts and actions through creative expression,joy
i was feeling crappy i still decided to go,sadness
im feeling quite optimistic but im still keeping my fingers crossed,joy
i do what i can to still feel like a valuable member,joy
i feel a funny mix of emotions,surprise
i feel like i m trying to convince the most skeptical disbelieving person in the world that yes i really do have bipolar disorder,fear
i can feel the discontent sometimes for my connection is so slow,sadness
i feel brave again tubing were even going to try ice climbing in nipigon and dog sledding,joy
i can offer is that i felt like reggie must feel a kind of carefree power except unlike her expansive drive it didn t last more than a second,joy
i hope your words make you feel brave and scared and everything else in between,joy
i feel a strong link to that in what i am doing now,joy
i only feel such an aching rush if im hearing it,sadness
i wish i wouldve stopped and just walked my knee is ridiculous and acts up from time to time usually after miles it starts to feel tender while running but i can deal with it no biggie,love
im tired of feeling annoyed and drained,anger
i enjoyed it for the most part for an entertainment value due to it being a fast and mostly fun read i also had several qualms with it at the same time that left me feeling dissatisfied,anger
i feel a tinge of nerves just thinking about having to talk to the handsome man himself,joy
i was trying really hard to be a people pleaser and itd left me feeling so defeated,sadness
i still cannot find the damned tin certificate but i feeling mellow i clean up cart out two salt bags full of junk to the rubbish bin,joy
i guess all married couple have days every now and then when one partner feels like being domestically violent toward the other,anger
i feel that i was being skeptical and that it was only paranoia,fear
i said it when i read about people who are loosing more weight losing it quicker or who are just being generally more fabulous than me i feel envious,anger
im feeling im caring im healing im sharing amp a supportive bonding nurturing primary care giver,love
i started to question whether or not i was on course because i was feeling that confused,fear
im feeling wonderful these days,joy
i feeling so agitated right now,anger
i was feeling kind of hostile anyway so that was okay with me,anger
i feel like the cool mom,joy
i mean i feel like such a fucking obnoxious bitch admitting this but i get a lot of messages from guys on myspace during the week,anger
i know my willpower is stronger than my behaviour over the weekend and i need to focus on the joy and health that all the great food i brought with me gives and how i couldve if i really wanted to indulge indulged in that great stuff i know its not the same but i would feel amazing,joy
i feel like everytime i blog i am relaying a story about the wonderful food that i had to sit and admire but its a big deal,joy
im honest im surprised at myself for feeling so emotional about it all having adopted a rather juvenile sneer against heaney as a bored year old in school,sadness
im feeling kinda horny so i just booked a flight from burbank to los angeles,love
i don t like to use the h word recklessly but i would admit to feeling jolly these days and i have a reason alfie is now the fourth most popular name in the uk well england and wales,joy
i feel like if you shop smart you can still add a few things here and there to your wardrobe without breaking the bank,joy
im back and feeling creative,joy
i do feel pressured to do this though,fear
i keep reading more and more comments articles that are being posted about my very church my church that was established to show love to those who feel none to show hope in a hopeless world to show joy in places that knows it not my heart literally breaks,sadness
i wait to hear if you feel i should find this is acceptable,joy
im starting to feel unwelcome in there,sadness
i was willing to be honest with myself and put a name to what i was feeling i was shocked,surprise
i would have to think oh the poor lady always being sick always being stressed feeling so isolated,sadness
i feel this way i do not just get to appreciate the amazing things i have right here and now i also get to dig up happy memories hidden back of my mind and i get to become inspired with hope for the future,joy
im feeling rather nervous,fear
i feel amazed and surprised when the exact question i am trying to ask,surprise
i have a train case full of pretty make up and a drawer full of great hair products but each morning i feel bothered to do little more then lather my face with lotion before heading out for work,anger
i feel blessed harper hasnt come down with anything worse but i know its only a matter of time,love
im so full of feeling i can easily believe i must be sentimental,sadness
i was dribbling on mums coffee table looking out of the window and feeling very happy,joy
i haven t ran in a long time since my half marathon so my legs are feeling a bit shaky now,fear
i was feeling at the time i wrote this say something like oh dont worry leanne youll find your prince charming someday,joy
i am looking forward to how amazing it makes me feel i will probably post more details about it in the coming days for anyone who is curious about this nutty thing we do on occasion,surprise
i feel a little apprehensive about all of the grue activities this weekend,fear
i feel an overwhleming desire to say something completley moronic like hope your new year is a kick,sadness
i told him that i have been feeling like he cant really be bothered with me,anger
im feeling kind of petty and selfish,anger
i touched them and boy did they feel weird like jelly,fear
i am feeling a little apprehensive but i m sure that will pass once i have the first treatment and with your prayers,fear
ive been feeling mellon collie aka melancholy the past few days and i,sadness
i feel horny tonight a href http www,love
i will be happy when someone i know from across the internet feels happy as well,joy
i pray regularly now my prayer life doesnt feel passionate,joy
i didn t feel ecstatic after each workout or anything like that,joy
i love the foamy feel it is so gentle on the skin doesnt sting or irritate whatsoever,love
i feel peaceful with them being where they are but miss them like crazy i get giddy from the picture texts and random phone calls,joy
i feel resentful in that i sacrificed alot for her for very little in return,anger
ive come to appreciate in the uk where the general lack of chilli and other spicy foods usually leaves me feeling somewhat appalled,anger
i can have such a faith because i believe that there are people who have left feeling dismayed and disappointed in a god who did no miracles in their lives,sadness
i feel guilty for protecting myself when instead i should put more effort into supporting those around me,sadness
i feel like it will not be as good if i do it early,joy
i wonder amp sometimes feel tragic also about the universal conspiracy,sadness
i seem to remember it was gold dust not willy wonka style gold tickets but i m feeling generous and although i liked the new faceplate for me the redesign just didn t work,love
i really have much of a clue how my ex actually feels or felt about anything really except that he hated it when i didnt screw the lids back on jars in the kitchen,anger
i could feel every muscle in my body working as one to move with grace i know me graceful power and control,joy
i feel anxious and off,fear
id told him about my private session with cn was that it was remedial sparring help so i was feeling a little unpleasant pressure from the beginning to pull off something spectacular and it was difficult to try to relax,sadness
i am feeling extremely disturbed and distressed,sadness
i feel like i knew some of it though so it wasnt a total bombing of the innocent,joy
i feel badly about reneging on my commitment to bring donuts to the faithful at holy family catholic church in columbus ohio,love
i how he is feeling about the fight i m disappointed and kind of disgusted with myself,sadness
i was sitting on my rear feeling proud of myself for being on top of my game for once i realized that i shouldn t pass up an opportunity to share something i ve learned from the men in my life that get to celebrate father s day starting with my dad,joy
i do feel privileged to give as dh cannot he was in europe during the mad cow outbreak and they wont allow him to donate,joy
id been feeling a bit funny all day verging on the kind of pre menstrual where you hate yourself so id been trying to take it really easy and just doing my own thing,surprise
i shall move right along to the post interview portion of the day the results of which will be far more exciting and interesting to you i feel sure,joy
talking to a very good friend who had just had a very bad experience which was changing his whole way of looking at life etc,sadness
i feel ok with nothing sexually or whatsoever going on,joy
i also remember feeling like all eyes were on me all the time and not in a glamorous way and i hated it,joy
i had tuition the next day because i wasnt feeling well n i felt so damned sleepy,joy
i was feeling pretty good about the day ahead but that then took a turn for the absolute worst when i suddenly realised i have a dreadful fear of water i can t stand in,joy
