Post_Text,Emotions
i do know what it feels like when no one seems to be supporting your vision and just admiring it from the outside when you not only invest your time but your personal money that should be feeding your family and still not seeing anything,love
i feel some people go a little overboard with a cake face or just too much going on and end up looking super unnatural,joy
i was feeling very generous wild and crazy and we went through the drive through at steak and shake,love
i havent let myself truley sink into a depressed state of mind feeling like everyone is against me and trusting no one and just basically wanting to die since freshman year,joy
i found it hard to feel for any of the supporting cast who eventually became late night snacks for the vampires,love
i started feeling hostile and i am checking my hemorrhoids,anger
i have been too worried about money and the state of our industry ok and a little surgery to engage in such trips lately but for some hard to determine reason i am feeling a little more relaxed,joy
i feel privileged to have them as a part of my world,joy
i feel your pain whether you want me to or not and its pity implies that for some unfortunate people justice is not enough,sadness
i feel honored she is a legend i admire her although i dont see the similarities between us,joy
i feel more content with what i have achieved and i know if i don t write today there ll still be a tomorrow,joy
i feel the earth move tribute to carole king karaoke mix bewertung rel nofollow target blank,sadness
i try to find something that does not make me feel foolish,sadness
i really do feel as if i can finally create something lovely in my new room,love
i could feel my body start to shake with nervous anticipation,fear
im already feeling nostalgic about the san antonio spurs golden state warriors series and it hasnt even ended yet,love
i feel like we barely know each other and time just isnt being generous with our love,love
i feel that it is vital to the conservative movement or anybody to the right of obama for that matter not hard to be to watch carefully,joy
i am definitely feeling the festive vibe and i have been busy with christmas y things mince pies are very much a british xmas goodie that i had never heard of before i met my husband well maybe in a song but other than that,joy
i feel like todays sweet treat would be something served at the north pole,joy
i really feel about affiliate marketing add to delicious a href http www,joy
i know there was just two of us but i was feeling somewhat sorry for myself and thought that i might drown my sorrows in a little salt and vinegar and a lot of batter and lard,sadness
i feel passionate about and want to convey in my stories are not suburban north america but the truths of who god is are bigger than geography,joy
i feel pretty rotten when jake takes off down the street on his hot rod mongoose and jordan strikes out trying to chase him down like an orphan straight out of a href http en,sadness
i gotta feeling da bul taewuhbeoryeo burn it up i gotta feeling niga ulbujitneun nal ah neoneun wiheomhae gal ttaekkaji gatsseo get away woooo becuz i m cuz i m dangerous b,anger
i learned what its truely like to feel and be submissive,sadness
i feel like the apothecary in romeo and juliet an unfortunate comparison perhaps,sadness
i think most people have little problem expressing but once in a while i can t help but feel that we shouldn t be afraid to let it all hang out there and express the other emotions that don t get nearly as much airtime,fear
i will cry in front of my children and feel overwhelmed without a moment s notice,surprise
i feel funny cause bonka neva thanked me fa his awards,surprise
i feel like my life has become rather dull it lacks excitement but i feel next year will be different,sadness
i just really need the money right now and i feel like some greedy nasty aunt for not wanting to hand everything over,anger
i me still feeling cold from the swim which doesnt really count as one earlier on,anger
i get on new years eve but it makes me feel rebellious being underage and all,anger
i felt so deep in my heart that that love was not lost that caresse was my way to be in touch with the rest of universe that love as hate as all the strong feelings are never vain and never lost,sadness
i pray that each of you who is hurting or feeling afraid tonight finds peace and soon,fear
i managed to eat more than i usually can on race morning mostly because jon was there and i didnt feel quite as nervous,fear
i am feeling quite pleased with myself as this was something id never done before,joy
im feeling a bit weepy today,sadness
i feel so rude i thought as i dialed my house,anger
i felt myself shrinking and feeling horrible about myself,sadness
i feel extremely discontent right now,sadness
i feeling strange energies,surprise
i feel and i was amazed to find out where papamoka shows up,surprise
i was feeling so angry so upset that i just want to run away,anger
i dont know why i feel so frantic about this but i really want to have this particular song for my little girl to be,fear
i feel very peaceful about the whole situation,joy
i was grateful for each and every one but it still made me feel funny,surprise
i still feel vulnerable around him,fear
im feeling dangerously truthful,joy
i don t feel like i have been shamed for my body but i have felt pressure to have a more socially acceptable body size,sadness
i feel smart and needed,joy
i feel that the students will be more successful in the classroom,joy
i was really upset when he went away though i can understand how he must feel and i wont be greedy and pester him about it,anger
i feel absolutely safe a,joy
i feel frustrated lonely or am having a hard time i think of elf and regain my strength lets spend together you guys and the other member for sure,anger
i feel like your child is worthless even though they passed the assessments better than anyone who applied with a college education,sadness
im feeling ok and always has a hand on me or sits very close,joy
i wasnt feeling when i got on board but its really not pleasant,joy
i can sleep on the couch or on the floor if you are still feeling shaken he offers gently,fear
i didnt get a wink of sleep that night and continued feeling not so fabulous the next morning,joy
i feel like im a hateful person sometimes,anger
i cant explain how proud of him i am and the feeling of seeing him so determined each time to win,joy
i feel that there is something valuable about herzog s study particularly as it relates to the idea of art and media influencing society and culture,joy
i feel her all around me when i am in hollywood which by the way there is a lovely girl who does marilyn on the walk of fame really great,love
i bought some three books after feeling disillusioned with the one id brought with me to glasgow,sadness
i feel very shocked by how many people i talk to who havent seen this movie,surprise
i feel very valued by my patients,joy
i have an awesome husband i got to lay in bed for two days straight which i think is directly linked to the fact that im already feeling much better,joy
im currently feeling cranky for silly reasons im now going to complain,anger
i know that this pair of socks took about two months to make but i feel that was because yours truly was truly distracted by the strings as i like to call it,anger
i also hope you understand why i feel so angry with you when you dont support the hat rule or when you turn up at a school event sans hat yourself,anger
i feel beaten up and tired mentally and physically,sadness
i feel extremely insulted,anger
i feel i am so strong enough to take this pain thinking how you did me wrong,joy
i do know how you feel if you re little apprehensive about offering your gold jewelry for your minimal more cash so i am gonna share what i found with regards to the process of selling gold jewellery for some revenue,fear
i feel so nervous anxious and i dont know why,fear
i want others to be happy but does that mean i step back yet again it feels like and allow them to be happy because they deserve it or do they even deserve it or do i,joy
i feel rotten for that but i was so mad at the whole situation i could have thrown a temper tantrum myself,sadness
im feeling lucky search means you spend less time searching for web pages and more time looking at them,joy
i also wear them when im wearing a dress that makes me feel slutty feels like those antique underwears but obviously a little bit more edgy or maybe a little bit more than a little bit,love
im kind of feeling nervous and anxious about all the shit i have to do today,fear
i feel guilty and sorry to them,sadness
i woke up feeling kinds of miserable,sadness
ive done all my usual workouts and so i feel confident that i worked hard on that front,joy
i hope that i look back on this in the future and feel glad i documented all her small ways and feel if possible even more love for her than i do now,joy
i also feels at times that i am somewhat socially isolated,sadness
i still have that feeling to you until now ya the feeling to loving you,love
ive been waiting to get some time alone for quite a few weeks now and when i finally get it im feeling a bit homesick,sadness
i would want them to know either i feel it isn t that important to know who had hurt me this much anymore,joy
im older and i adopt children if they are born gay which i do believe is a born thing feel free to discuss i shall respect that just like i will accept if they are born left handed or ginger,joy
i was capable of doing the same as of late ive been feeling pretty bitter and depressed and not a lot of gratitude in general,anger
i usually just feel aggravated with the unprofessional attitude of the rest of the cast,anger
i still feel terribly devastated,sadness
i would feel disheartened so i would then go and do cardio for another hour to achieve calories,sadness
i want them to feel as if they are intelligent and able to make their own decisions,joy
i feel uncertain about everything,fear
i hope the two of you don t feel it was all in vain,sadness
i sat on a windy beach feeling thoroughly annoyed i vowed id be back and i would climb scafell,anger
i don t always feel smart sometimes i feel lazy and i want to be doing something else that feels easier,joy
i am feeling determined that i am going to get there,joy
i feel like im back in my element and very pleased to be surrounded by adorable tiny garments,joy
i feel very weird about so much of my psychological safety coming from noah providing money,surprise
i feel resentful about my education rel bookmark why i feel resentful about my education a class entry author href http liveagainsttheflow,anger
i remember feeling bowled over and surprised by my own reaction at the tears welling up,surprise
i may be smitten or shy and i might even bat my eyelashes a few times and smile because i just cant help but feel charmed by you,joy
i feel like im over reacting by feeling so gloomy about it all,sadness
i feel like i can take on the world and even if it says no to me i wont be afraid and will not be discouraged,fear
i feel sad about it,sadness
i definitely felt scared which made me feel vulnerable and i hated that,fear
i am left feeling rejected judged and deemed inadequate,sadness
i am feeling the need to consolidate to step back and re evaluate the purpose of this blog other than providing a fabulous vicarious life for yall to live through my sarcasm does not always come across in print,joy
i feel like the addition of sweet fresh corn really adds a touch of summer to an otherwise heavy fall dish,joy
i really feel i was wronged as a patient,anger
i feel like reading anansi boys again its gorgeous,joy
i feel so dull when you re not around,sadness
i feel extremely honoured and flattered that you are turning to me for advice in this matter and hope that i can help you with your decision,joy
i feel clearer more joyful and alive,joy
i cant help but feel a bi jealous of their professional organization good support system and comfortable living situation,anger
i was left feeling discouraged and hopeless once again,sadness
i have a feeling i took so much time but kuya buddy and kuya angee have been very supportive all the way,love
im feeling fine other than normal pregnancy symptoms,joy
i completely lose ability to segregate my feelings with my actions is when they are rude and hurtful to their father and my husband who is also my hero and best friend and heart,anger
i believe him when he says it was a mistake i feel hes being sincere but i want him to be sure as to what he wants from me,joy
i set off home feeling quite smug,joy
i get these intrusive thoughts mostly violent ones or sometimes sexual the sexual ones make me feel really agitated not pleasant at all whereas the violent ones don t tend to bother me,fear
i just feel humiliated and stupid that i didnt realize that all these things were only pushing you farther away from me,sadness
i feel useless because i dont bring in any income,sadness
i was feeling so spiteful i brought it up and i saw the hurt in his face,anger
i can t help myself from feeling a bit apprehensive in the meantime,fear
i feel liked these days by both tom and myself,love
i feel at ease in those moments but the last few nights have been troubled,sadness
i feel that i can answer in a completely un sarcastic way,anger
i know when i have had a crappy day and didn t feel productive i feel lousy and sleepy in the evening,joy
i feel worthless when hes not there to pick me up at the airport,sadness
i bring you opis im feeling sashy a gorgeous cool toned grey purple lavander creme,joy
i feel what the law states suggestions is optimistic and beneficial for employees specially all those who wish to rapidly through ramadan he or she said,joy
i feel overwhelmed with the uncertainties of life the sorrows lurking about the fears eating at peoples peace the sad choices friends make the effects of those sad choices on loved ones broken relationships etc,surprise
i feel more useful to g this way,joy
i have maintained from the outset that i feel the mccanns are innocent of anything to do with the disappearance of their own daughter,joy
i feel really lucky that i m making a living doing this and i think it s important to pass the word about tap dance,joy
im now wondering if that was supposed to be a metaphor for his feelings for neal im not convinced thats the case because he seemed pretty into her but who knows,joy
i feel i was somewhat successful at not peeking at him during service the whole time,joy
i am not feeling fabulous i can now speak,joy
i feel like ive lost everything and everyone,sadness
i cant decide how i feel about some of the supporting roles particularly the girlfriend and alfred molina both quite funny but were they one dimensional caricatures or legitimate characters simply overshadowed by a fantastic lead,love
i have a feeling they don t find whiskey to be humorous over there at the health department,joy
i took part in a football match the referee was extremely partial to the opposite team this stirred up my discontent and anger,anger
i think of that image i feel calm amp safe a href http revealthestaryoutrulyare,joy
i decide to take ill still feel ive resolved a win win situation,joy
i drink into my feelings get numb,sadness
ive been procrastinating about the post birthday entry and now that its well past the fact it feels somewhat unimportant to even mention,sadness
i guess his widow was feeling generous when she packed it up,love
i was feeling pretty bitchy and horrible but dont worry,anger
i went home that day feeling very discouraged at all of the ground that i had to make up but with my heart set on fulfilling my destiny,sadness
i probably would have bailed at the half way mark when i was feeling quite low physically and mentally,sadness
i often feel that i m being submissive by not being open and honest about my desires and needs on a regular basis,sadness
i should say its giving him that sweet little feeling of being fucked,anger
i am in size now and im afrad its making me feel too complacent with myself,joy
im not enjoying winter hate feeling cold and having to dress in so many layers,anger
i feel pretty pleased about all day i was worried that perhaps i should have guessed riva but i thought that this was harvey weinstein s one big chance for a win and he s really good at helping people get oscars,joy
i feel that i was damaged by gt gt gt religion and i will not let that happen to any children of mine,sadness
i feel so humiliated at failing to achieve what i should have,sadness
i dont know why but lately i feel so dissatisfied,anger
i have a feeling david is going to turn out to be a terrific father hes already exposing his newborn son to the world of the geek,joy
i understand because of what but even towards the end when she starts going outside again i feel like she ll never be truly happy again,joy
i asked him how it felt to be under a flogger wielded by me he said it made him feel more submissive to me that he was more and more mine at least for the night,sadness
i have to do what i have to do i feel like a little kid who is being punished by her mother for something she did wrong,sadness
im feeling a craving for a naughty sweet snack this is what i choose,love
i feel unwelcome and out of place buti cant decide if i am just too scared to do anything about this ok situation or if i am staying here in this dead end situation because i am afraid things will get worse,sadness
i want to be someone that people can approach and feel accepted by and not judged because i do feel that people feel judged by me,joy
i find myself when i am feeling most alone,sadness
i am feeling pretty homesick for maine,sadness
i was like that too before i really heck care about having nice feeds and post whatever photos i feel like they only comment on cool peoples photos,joy
i feel so betrayed and humiliated,sadness
i just want to say all the things i want to say without feeling embarrassed or making other people upset,sadness
i feel each time one of my posts gets massively downvoted pagetitle rugmi popular images of the now,joy
i feel agitated about it,anger
i forgive myself that i have accepted and allowed myself to forget that i decide and thus i was decided to feel groggy this morning,sadness
i cant escape the tears of sadness and just true grief i feel at the loss of my sweet friend and sister,joy
i cant escape the tears of sadness and just true grief i feel at the loss of my sweet friend and sister,love
i cant shake the im hiding how i feel about myself beneath a fab jacket vibe and this style doesnt mesh well with most of the clothes i wear,joy
i feel sort of dazed and cross eyed,surprise
i know but it still feels very unpleasant,sadness
i feel sorry for the times that i misjudged it as well as it had to me,sadness
i am always feeling hot i am hot to the touch,love
i never want the audience to feel punished preached at or sorry for me,sadness
i didnt feel isolated as a child i do remember feeling a bit overwhelmed by the different feel of the neighborhoods when we came down the mountain,sadness
i feel to my father in heaven and to your mommy for your sweet life,love
i somehow feel terrified as though if i dare slow down or walk in place to catch my breath billy blanks will jump out of the screen and yell into my face with all his fierceness,fear
i simply can t help but feel dissatisfied after reading glancing through each,anger
i ever feel anymore is when one of us gets angry,anger
i feel like i should be ecstatic and i just want to cry all the time,joy
i read other peoples posts there are moments where i feel id give my left fingernail to be them my left fingernail is precious because its the only one i can polish perfectly out of the,joy
i have days where i want nothing more than to be unwanted and where i resent the pressure i feel to be and do everything for everyone even my precious children,joy
i went for the large double double along with a chocolate chip muffin i was feeling dangerous,anger
im feeling hot already after tackling the front hedge,love
i wasn t feeling pressured even if this was the longest race and the one i expected the most from,fear
i can stop feeling jealous,anger
i do feel something of an aversion to it within maybe because i still feel like its a vain thing or that i may be seeking some sort of outer affirmations from others who might stumble upon it ive mentioned this before but the truth is who cares about all that,sadness
i feel highly disadvantaged,sadness
im feeling really stupid and more than a bit panicky but i phone the doctors and they see me straight away,sadness
i see lyman i just feel more and more amazed about us,surprise
i feel you know basically like a fake in the realm of science fiction,sadness
i feel unimportant but even if i am in some way its still not my place to be making any decisions or voicing my opinions and its certainly not my place to be sharing my feelings,sadness
i want to understand how i can count all things joy when life feels anything but joyful,joy
i want more than anything is for my kids to feel loved safe and cared for,love
i feel like it is conor at his most sincere,joy
i feel it is unfortunate that governor riley has stated that he and the republican party are raising funds to unseat democrats in the elections,sadness
i dont like poetry too much because i feel its for whiney dramatic people,sadness
i was feeling quite stressed wondering if he would be able to look after bb during my run and if not what was i going to do,sadness
i feeling stressed,anger
i is thirteen again and so so unsure of himself and unsure of how he feels about shishido as his senpai although he s always admired him,love
i feel kinda worthless and unwanted at times cuz ive always felt that im the ugliest among all my friends cuz they are so freaking pretty oh dayummm like forever feeling inferior and stuff la,sadness
i feel that so many might be far too eager to point and say see that is not how a true trans guy should feel right now or see i knew trans people were way more fucked up than they let on look at this guy,joy
i have to revise my replies over and over again in my mind just to make sure that the reply sounds appropriate enough and that the person who receive the reply will not feel offended,anger
i am anxious to see the movie bully it s trailer left me feeling shaken and nostalgic,fear
i feel that some violent natures are generic,anger
im already not feeling terrific,joy
i feel a craving i get excited and sometimes it feels like it s the only thing that can make me feel better,joy
i need to get a job but due to my very silly head i dont really know what i feel passionate about anymore nor do i know what drives me,love
i go out with friends but it feels inadequate,sadness
i use an elevated lexicon to feel more intelligent,joy
i sing i swim this feels like a pleasant passing of time song,joy
i am plagued by awkward feelings the charming tale of a not so charming gal named me,joy
i feel a bit nostalgic as i wonder where my passion for writing a blog times a week has gone,love
i don t want to feel the way i did with you that passionate connection when we were no longer a separate two,joy
i just remember feeling frantic desperately trying to say what i needed to say to q,fear
i feel hated and i feel i cant do anything right,sadness
i feel afraid i hold tighter to my faith and i live one more day and i make it through the rain,fear
i feel super antisocial,joy
im feeling less impressed with the speech this morning than i was last night,surprise
i am supposed to feel doubtful but i still think i forget sometimes how amazing it is that i am living in this city and that i get to work with such inspiring young women at my internship,fear
i feel like im making all the effort and i cant be bothered with it anymore,anger
i did not feel like an intruder or at least as an unwelcome one,sadness
im feeling that joy every day with some of the most gorgeous people ive ever met and hope this thanksgiving you felt the same,joy
i suppose thats wonderful because it means that they can learn so much so quickly and also make me feel like an idiot much the way i did to my parents when they couldnt figure out how to leave an outgoing message on the answering machine,joy
i feel like a bit of a turd that my body instantly rejected the lemonade,sadness
i feel absolutely fantastic and i hope baby does too,joy
i feel as though i broke the plane if he is there then ill be aware and use my faith to wish him gone,sadness
i know it s best to support low arches and the footbed of these feels supportive without feeling too high,love
im coming to have a full ransom as good as im feeling graceful good as it stands,joy
im hoping theyll like this new draft better this time so that i wont end up feeling as devastated as i did the last time i turned in a draft i was devastated because a href http neuroticworkaholic,sadness
im going to sleep now while i still feel triumphant,joy
i love feeling productive and getting things cleaned out an sorted through,joy
i feel students need compassionate strong and dedicated individuals who embrace the role of luminary with humility and a sense of adventure,love
i am having really badly cannot wear anything without causing spasms diarrhea or eat more than a few of mouthfuls i am feeling very miserable,sadness
i got home i started to feel weird,fear
i think i want to go to an aa meeting just to hear the stories but it feels rude,anger
i feel all will be ok and that the blessings pronounced upon me will be realized in accordance to my faithfulness,joy
im feeling stressed overworked and running on fumes,anger
i think i almost made my counsellor cry yesterday because i said it feels like i dont have anyone supporting me,joy
i hope no one feels im ungrateful because thats not the case,sadness
i feel your soul in mine calling for our beloved,joy
i feel cold few days,anger
i asked if anyone has ever confessed their feelings for someone and got accepted rejected,joy
i feel so weird about it,fear
i feel so weird about it,surprise
i view jesus as a human being through whom i and others feel weve encountered the divine i dont view him as a superman,joy
i feel absolutely overwhelmed by it,fear
i was feeling super pressed for time the other day i did cut back on the amount of time i meditated but i didn t skip it altogether,joy
i like my guests to feel like they are staying in an elegant pristine boutique hotel,joy
i dont hate you i just honestly feel so bitter towards you atm,anger
i feel that this leads to not many people caring who get s the real job as sin cara,love
i hope you can feel glad that she gave you so many things including memories that you can cherish,joy
i do i feel very impressed with the one who made the story,surprise
i feel heartbroken and sad,sadness
i wish i did more of because every time i do i come away feeling invigorated and inspired,joy
i have to actually tell myself to breathe breathe breathe in and out when i feel absolutely terrified because i know i can t just go home that the life i missed isn t there anymore,fear
i should instead develop warm and friendly feelings towards everyone i meet thereby allowing my mind to develop virtuous attitudes,joy
i feel no sense of chivalry or magnanimity whatsoever toward the defeated opposition,sadness
i feel when i read your words and realize one more time just how very good of a writer you are the feeling of shared sympathies,joy
i feel so dull and drowsy all the time,sadness
when i saw all the starving people in ethiopia on tv it felt awful to see such suffering,anger
i feel as if the leaders of countries do not depict the people of their countries because for the love of god i hope no one thought at all i was in any way supportive or like george w,love
i do feel more special than i did when i was single,joy
i have a guy im actually feeling hilariously fond of,love
i could prepare a bunch of my own dishes made in the safety and control of my home so i can at least feel safe in what ive prepared,joy
i feel very distressed because i m supportive of this campaign and with the senator jackson told cnn,fear
i came away feeling that i should have felt unfortunate or cheated,sadness
i took to be his son joined elihu and me at christmastime inside a fine home with lovely mill work darkly lit and with a large stately christmas tree in the living room the feeling was gentle it was one of long lost friends meeting for the first time as adults as people,love
i realise that desiring a substance to feed a feeling only compounds the desire to feed the feeling i realise ive abused substances since early childhood,sadness
i became more dismayed as i studied what people were wearing and started feeling like though some of the outfits were gorgeous they were bought that way,joy
i feel adventurous i even pop a a href http dianam,joy
ive ever written although im not gonna reproduce it here because it is full of boring academic references and also it specifically analyses several prominent bloggers and their treatment of romantic relationships and id feel weird about putting that on the internet,surprise
i am starting to feel the strain of not having enough time i did however make up some lost time with a vengeance yesterday and today and got s of the giant granny panties quilted,sadness
i feel envious of ryota and keita going to the same school smiled kota,anger
i hope to see or feel a mad glint in your eye because some madness some pathological curiosity is needed,anger
i was well and feeling a bit of cabin fever i unwisely convinced spooky to take me to a matin e screening of scott stewarts legion,joy
i feel for my beloved that is reciprocated,love
i know suicide is selfish but right now i feel like i am worthless and that in the long run it would be better for everybody else,sadness
i end up feeling so unwelcome i go into a spare bedroom being used as a coat closet take the xanax i had been saving the entire time and pass out,sadness
i got the feeling he respected my choice making my way on my own answering to nobody but myself,joy
im feeling pretty contented too having an instructor to assist me with higher level math again for a while is very helpful,joy
ive last posted not that my mind hasnt been flooded with topics that i feel need to be entertained but more so to do with the influx of feelings and opinions without clarity as life happened,joy
i only tried for three and i can still feel the longing that came with wanting a child,love
i love the most about them is the slight cat eye shape of the lenses they instantly make me feel likeaudrey hepburn in breakfast at tiffanys so glamorous and of course that gorgeous case doesnt hurt either,joy
i feel i begin to compare myself to others what an ugly and painful thing to do,sadness
i feel excited to be serving on a team of committed individuals who are dedicated to youth development and environmental education,joy
i feel when seeing a child suffering this way,sadness
i love this projector it is old it has an old smell to it not displeasing just old and slightly musty it is from the early s i feel like i am in my own little episode of mad men when we set it up to watch something on it,anger
im feeling cautiously optimistic about the direction anime is heading,joy
i am feeling a little uncertain about my skills in the birthday party arena,fear
i proclaim to have lost a bit of my sanity and feel so shaky,fear
i kuribayashi i had the feeling that had we met i would have liked him,love
i really feel devastated seeing him witness these things around him,sadness
i feel embarrassed though think really red faced with steam emerging but i feel i need to do this to better myself as an artist,sadness
i started on this day and no matter how well i did i would feel horrible,sadness
i feel so sympathetic embarrassed for betty here that it s tough to watch,love
i did not feel its strange effects no more,fear
i will definitely be passing on my thanks to these wonderfully gifted people but words alone are difficult to express their awesomness and the feeling of safety when they are caring for us,love
i feel a bit like a naughty child because i wasn t sure i d do a post today,love
i have been talking with a growing number of friends over the past few months who have been telling me stories of feeling emotionally beaten up by life,sadness
i struggled with feeling like myself because myself liked bands and the s and david hockney and photography and collecting things and no body really understood those things because no body does understand you when you re,love
im feeling gloomy this weekend,sadness
i am grateful that i no longer feel a frantic urge to fix the emotional upsets of those around me,fear
i checked out the lyrics i realized that this song was talking about getting high and dreaming it supposedly inspires creativity and makes you feel real good,joy
i feel like i get blank stares,sadness
i mention that i feel ignored and sad on my crappy birthdays he reminds me that he threw a th birthday party for me,sadness
i feel honored to have that kind of support,joy
i am feeling generous at this time i will answer your questions,joy
i feel they re going to strengthen the divas division with even more talented female wrestlers and then we re gonna see things shake up more,joy
i loved feeling lily move and have missed it so much,sadness
i feel it needs to be respected for its own sake,joy
i normally like some lettuce and tomatoes in my burger for moisture in their absence in this burger made the meat feel particularly rich and juicy,joy
i feel too bitchy to do something like that to my family because theyre going through the same shit i am,anger
i mostly feel this as a cause of hateful memories of that girl who used to run the everchanging sailormoon gateway who i think is still making a name for herself by being stupid and mean,anger
i really did feel fantastic after writing out that list and i still do every time i read it,joy
i feel for pete but i also admire the fact that he is not devastated by it and is still his positive happy self,sadness
i want to just drown myself in the excitement and hype of the inauguration i still feel very troubled about where both america and the world are right now,sadness
i want to be swept off my feet and feel special rather than just being told i am,joy
i do when i m feeling not too grouchy,anger
i got caught shoplifting a package of gummy bears,fear
i feel not for you this savage deal leave me with my speedy clutch leave me with brown sugar lunch,anger
i used to feel when i was still a child being very curious and innocent with everything and everyone around me,surprise
i feel like it must be a popular choice to have alterations done elsewhere,joy
i think this is the last week of softball and im likely going to suck it up and at least try to play but i feel absolutely rotten going to see what some aggressive hydration does,sadness
im feeling very mellow and relaxed sometimes im feeling productive and quiet and sometimes i just wanna have fun yknow,joy
i want change but i feel like im discouraged because im living so comfortably,sadness
i talk about in this essay is that people feel differently about poetry when they re angry or sad,anger
i feel lethargic and overheated all the time,sadness
im feeling today as about how i liked the books when i read them if i made this list tomorrow it would be different,love
i feel a worthless maid,sadness
i often pass by the streets of jurer and feel impressed by some nice constructions and safe atmosphere it has,surprise
im days post op and i am feeling fantastic,joy
i swear it felt like every single feeling of exhaustion i have had and then ignored in the last months came flooding back to me last night,sadness
i am feeling melancholy i ll embrace it and listen to some slow downtempo melancholic pop,sadness
i love this because to me it should leave the reader feeling confused and slightly deceived,fear
i was feeling kinda disappointed actually and silently wishing that these were still unpaved now,sadness
i feel shitty these few days because of work,sadness
i started this blog is because i was desperately lonely and i wanted someone to know how i was feeling all of the ugly thoughts and emotions,sadness
i feel really anxious,fear
