Post_Text,Emotions
i have had several new members tell me how comfortable they feel with how accepted they are by the existing members and that is great to hear,joy
i have had several new members tell me how comfortable they feel with how accepted they are by the existing members and that is great to hear,love
i try to share what i bake with a lot of people is because i love people and i want them to feel loved,love
i remember feeling loved and beautiful and special and sweaty to be honest,love
i started feeling bad i began taking zicam and it seemed to help for the first week until the day i was driving to the race,sadness
i could still feel all romantic ish,love
i feel honoured that this small person who i have only known for a short time felt that he could trust me enough yet other adults around him are so hideous,joy
i feel so useless as i am bent on p here on the floor,sadness
i feel that my heart broke for barney,sadness
i don t know why i should feel humiliated to write about it,sadness
i was feeling unhappy and i said no,sadness
i am feeling very blessed today that they share such a close bond,joy
i feel pretty shitty and it s not my fault other people don t appreciate what i do but still i can t help feeling as if i deserve it,sadness
i want to feel pretty or handsome or something,joy
i feel unimportant and small here lately,sadness
i am feeling too grouchy to be properly penitential,anger
i feel so damn fucking disgusted violated and hurt and angry and everything,anger
i cant even describe to you what it feels like when suffering from a life threatening disease how easy it is to just give in and answer those knocks of death at your lifes door,sadness
i feel very privileged to watch such beautiful dancers move and call it work,joy
i am feeling a little happy with him,joy
i love if i feel a cold coming on,anger
i could say i was feeling fear or anxiety or that im terrified of what the future may bring,fear
i just know to begin with i am going to feel shy about it,fear
i can feel more productive,joy
i yori aoshi and possibly other stuff brought back a lot of old forgotten values and feelings i had towards a relationship if anything the innocent feel to it where nothing is complicated and its just about being with each other,joy
i wanted to press charges against the people up the street and i guess he didnt feel like being bothered,anger
i viewed back the new year card that you presented me i can feel your sincere,joy
i feel aching for honest release,sadness
im feeling very distracted today,anger
i feel that the pagers definitely damaged the deaf community social time,sadness
i sit here at munching on vegetables hummus and ranch i am feeling very distraught,fear
i feel like im heartless cuz a week after my boyfirend of months broke up with me i was thinking about another guy,anger
i feel i have to do its my creative calling my lifes passion,joy
i am feeling awfully lonely today and i dont want to burden any particular person with this because everyone has their own shit,sadness
i have a positive or negative experience depends largely on how much i feel control was either respected or taken from me,joy
i got a sore throat then a runny nose then a full blown congested head cold which fell on the bank holiday tuesday and has left me feeling low and blue and bleurgh since then,sadness
i feel incredibly lucky just to be able to talk to her,joy
im going to have to spend the next five hours listening to three days grace to work it out of my system and you know how i feel about their rebellious apostrophe neglect,anger
ive seen a lot of seizures but never this many at once and of course i always feel totally helpless,fear
i struggle with those pressures when i don t feel like pulling myself together when i want to toss a scarf over my messy hair and grab some milk at the store when i want to snarl at someone rather than do racism for the umpteenth time,sadness
i thought to myself feeling amused,joy
im feeling appreciative of the physical world around me and if there are other riders in sight i often admire their physical stamina and riding style,joy
i feel from no longer being burdened with those i have to tip toe around and be careful about what i am saying or feeling is unbelievable,sadness
i feel cold in,anger
i honestly was not sure if the pain i was feeling was a case of irritable bowels or indeed contractions,anger
i are just relaxing together and i feel ecstatic and blissfully happy because i know he loves me and i love him,joy
i feel like im being punished for something that i didnt do,sadness
i had no particular feelings about him before except that he seemed decently clever taking pictures of the alien instead of the chaos,joy
i did not directly react to the spot fixing controversy she espressed her feelings feeling on twitter by tweeting the lyrics of a popular bollywood film song,joy
i use to never ever kiss anyone but i ve kissed different people in the last week and a half and needless to say im feeling a but slutty,love
i am suppose to be doing but i keep putting them off you know feeling inadequate and all that stuff,sadness
i feel as if i am naturally talented in though i know each one needs improving,joy
i feel that people often offer compliments not because they are sincere true but because they want the person to feel good,joy
i feel rich comments,joy
i feel rude if i bbm non stop,anger
i feel that i can t trust my mentor with secrets because i am afraid that he or she would tell my parent guardian,fear
i call my ex so i don t have to feel guilty about all the other men i m sleeping with whilst he s doing a four year stretch,sadness
i don t know i feel really helpless about it,fear
i am frankly surprised that you consider the minds of the quorum members weak and susceptible to doubt and furthermore im surprised that you feel that their faith in the church could be shaken by the letter i posted on my blog,fear
i started this blog with pure intentions i must confess to starting to feel a little disheartened lately by the knowledge that there doesnt seem to be anybody reading it,sadness
i feel like youve hated me ever since i was born and you wish i was never born,anger
im feeling rather festive here in south florida,joy
i feel the cool edge of the barrel against my head,joy
i know have no problem meeting new people and feeling accepted,love
im also pretty upfront about stating that i feel agitated and to just give me a bit of space to deal,fear
i feel for the kids of troubled homes and i feel for the ones who could change that around,sadness
deception from a person i loved very much,anger
i had finished my first leg the toughest longest and hottest one of my three but i was not feeling so hot,love
im just feeling grumpy and impatient and im ready to get things moving,anger
im in college and feeling really lonely,sadness
i had one sip and already i feel dazed,surprise
i was feeling sentimental,sadness
i go around people and i act normal but it feels strange,surprise
i thought i would miss feeling useful,joy
i need the damn thing to suddenly animate and dance a jig while singing i feel pretty oh so pretty,joy
i feel i should share with you this wonderful business concept that will change your life if like me you have little time to spend in the kitchen grocery shopping or browsing the net for new exciting recipes,joy
i didnt think that it would come that fast or would come at all but i suppose it is because i feel cranky today,anger
i can feel the ice cold water freezing my insides especially coming in through the bottom of my feet and the numbness starts,anger
im with my boyfriend and friends i feel fine and genuinely happy but the minute im alone i feel depressed,joy
i feel most productive when i feel like i m building something even if it s something no one wants or will use or read,joy
i feel that he s being sincere when he says that he does love me but there s this whole other part of me that keeps telling me that he still loves the other girl,joy
i feel eager to go back,joy
i feel skeptical about relationships between others when they seem so upfront about there emotions,fear
i want them to feel as thought it is family friendly and will be enjoyed by all ages,joy
i also feel ashamed at the hurt caused and ashamed at the things ive done that were not in my character and were down to being manic or whatever you want to call it,sadness
i was feeling restless,fear
i will just say i feel emotionally calm and centered i just feel that as my self respect grows my desire for better things naturally progresses,joy
i started noticing then puzzling finally feeling a bit alarmed,fear
i feel like it just gets ignored or perhaps i really have done a damn good job convincing the world that alls well when really i was only dreaming as one omd song goes,sadness
i was living with when i first started coming to the gatherings on sunday mornings i feel quite fearless now,joy
i feel splendid sublime euphoric,joy
i find myself feeling so lost and desperate because of the things that happen every day but being a human of course i have times where i just cannot be comforted,sadness
i so desperately want to be able to help but i feel so helpless,fear
i couldn t help but feel slightly skeptical and apprehensive as i realized the tough task funes was taking on that night,fear
i feel like the th photo doesnt even look like him but its real cute so i had to share,joy
i shake my hand off which feels slightly stunned from making contact,surprise
i always feel guilty and come to one conclusion that stops me emily would be so disappointed in me,sadness
i touch you with my feelings hold you with my thoughts and with a smile i fall in love not caring at all display the heart,love
i feel an ache when my phone chimes and it s not a sweet text from my sweetheart,joy
i feel so incredibly hopeless about losing weight,sadness
i feel so eager to do things the way he wants and likes,joy
i feel jealous angry or bitter ask why,anger
i do think as he was feeling a bit of humiliated they did not have an excellent alternative they wanted all of us to clarify the fact that stop mortgage is working,sadness
i told him well that just makes me feel really unimportant that you cant make the effort to get it straight,sadness
i tell myself i dont open my mouth and say what i really feel because i know im a loon and im smart enough to know im a loon and i never ever know if what im doing the choices i make are really what i want or need or even the right thing or if its the disease,joy
i feel inadequate because it prompts comparison,sadness
i was feeling all depressed about fabric prices and about how much money this hobby costs,sadness
i feel like the moment i see him is the most precious time,joy
i like the kickoffs to borrow an expression from an englishman i know because i don t feel rushed in the morning,anger
i feel it is my sincere duty to rid you of that house that god scared into being built,joy
i still feel like im getting away with something naughty,love
i don t speak more than a few words of the local language and i have to rely on him to translate the conversations for me i feel submissive,sadness
i sometimes feel like i am being paranoid but i know that these thoughts are silly,fear
i hate hate hate watching people work and me sitting and most of all i hate people having to take care of me so i thought i was healing at a fine rate i was feeling fairly strong and energetic just seemed to get tired quickly and i could manage the surgery healing pain,joy
i am feeling amazing,surprise
i will just say that i feel jealous and angry,anger
when i was doing research a few months ago,anger
i begged her to come in the house with me when we got back and she did but left right away feeling distinctly unwelcome,sadness
i will share my home my life and what i feel is gorgeous fun and noteworthy all the while tracking my existence day to day,joy
i feel that my generosity is abused when you steal after visiting my home,sadness
i find it may be a way for me to release my feelings so that i am not troubled when i face the one who has punished my family,sadness
i feel we are being very blessed,love
i don t always feel like i have amazing style and most days i choose comfort over anything else but there is one thing that i feel makes all the difference in how i feel about myself and that is makeup,surprise
i sensed such a feeling when i understood i was admitted to the university i was at home,joy
i feel like this semester has been good for me,joy
i feel bad saying that and like its just an excuse or something,sadness
i was making up a batch of waffles for breakfast the other morning it occurred to me that i might be feeling homesick,sadness
i hate wearing watch but at the same time i will feel distressed if i dont know what time is it,fear
i dont see how we can move beyond it but then rarely do i feel this uncertain about things,fear
i already feel very glamorous have a great day everybody,joy
i feel paranoid about this you havent talked to me in two days and im scared,fear
i popped a fever and even my co workers we urging me to go home before i even had a chance to open my mouth and voice the obligatory i m not feeling so hot,love
i feel grumpy i am short with my wife or children,anger
im feeling good though,joy
im assuming the inquisition er did not mean subspace but more of a state of feeling very submissive,sadness
i am feeling pretty pleased with the amount of work trackchanges has allowed me to document,joy
i am less in shock and currently feeling insulted about being hung out to dry this past weekend burning his things seems a pretty fair rewards for my unappreciated grace under pressure,anger
i not talking about relationships here just that initial moment of attraction when you first meet someone how does it feel at that point to be abit disadvantaged,sadness
i didnt feel all too devastated until i saw people running from the smoke and all,sadness
i feel shy now,fear
im feeling disheartened and have not been looking for matthew guion pictures,sadness
i feel extremely passionate about this topic because that person used to be me,love
i for one am feeling a bit anxious at how long we are staying but i know we need to do this,fear
i was feeling and was surprised when i told him i felt fine no fatigue,surprise
i feel pretty a href http unspokenwords keptinside,joy
i do feel very excited about travelling because it s not often that i get to travel and it s definitely not often that i get to do it for free,joy
i feel stronger clearer but a little annoyed not quite sure why,anger
i refuse to stay silent when confronted with pricks who instead of no response or sorry not interested actually go out of their way to make someone feel shitty,sadness
i am older and my life is very different i can feel how amazed i was that morning,surprise
i still feel horny from that little a href http blogs,love
i feel as hungers savage tooth and when no dinner is in sight the dinner bells a sound of ruth,anger
i do hope youre all feeling fab,joy
i was feeling frightened to the core what if my friends laughed at me what if sir was too harsh what if,fear
i end up feeling lonely,sadness
i would end up feeling rejected and feeling like they just played a cruel joke on me by getting my hopes up just to purposely crush them,sadness
i dunno it feels like you should be since she is the most god damn beloved character in the game right next to rinoa,love
ive begun my fall semester and i feel thrilled,joy
i thank you from the bottom of my heart because you ve gifted me with the confidence i needed to feel like the things i want to share will be welcomed and maybe understood and maybe even helpful,joy
i think real men are those that open doors for you who behave chivalrously like walking on the sidewalk closest to the street to keep you safe who hold your hand and make you feel like you are treasured,love
i feel irritable when he starts talking about it because it can go on for ev er,anger
ive been having more frequent hot flashes throughout the day sometimes and im starting to feel just a tender touch of achy pain in one spot in my back which i hope isnt another new bone tumor metastasis,love
i feel repressed enough as it is and these sorts of repressive measures and guidelines only succeed in making me want to have more sex and partaking of the revelry that comes with being a dirty slut,sadness
i think youre being a dick bitch id just walk away instead of laying out everything i feel when im pissed i shut down and look out the window in steely silence,anger
i am feeling pretty relaxed though,joy
i feel smug,joy
i was feeling a bit skeptical about my frog prince,fear
i honestly do not feel discouraged today as i usually do,sadness
i feel i should say what i want since you are in fact reading my diary i feel that many of my beloved readers are becoming offended with some of the things i say and post here,joy
i was feeling pretty strange like dinosaur soldier after i read them because in a weird sort of adult or perhaps college aged way my brain was analyzing the books,fear
i feel strongly that those who finger point and wish to control other peoples lives are not feeling very peaceful and content within their own lives,joy
i get projects where i am stuck and i feel so foolish when i have so many questions to ask,sadness
im still a little mixed on how i feel about him back especially because i liked the a href,love
im feeling rejected,sadness
i am feeling more determined than ever now and i will reach my goal weight,joy
i cannot imagine what african americans feel inside their hearts and guts when they see such a hateful image,anger
i definitely feel like those are tender mercies from heavenly father,love
ill just cut amp paste it next time i feel the urge to type something as whiney as that,sadness
i always feel regretful a few weeks after,sadness
i feel strongly about amused,joy
im in so much pain and i feel like a useless lump face,sadness
i feel doubtful and afraid,fear
i feel invigorated when i look at this image just as i did when i looked at the other two photos,joy
i do feel productive anyway,joy
i am a big believer in the phrase that some people are all style no substance and i feel that if you have nothing worthwhile to say just dont say it,joy
i feel perfect with you on facebook href http www,joy
i just feel discouraged because the industry is enormous what makes me special in a sea of pretty girls,sadness
i was creating a relationship to counter a self accepted and allowed self definition of being inferior to them which means i was feeling lousy thinking i was less than because i was not being in the limelight of praise of gain,sadness
i must tell you that i have been doing much more yoga lately and i feel all lovely and loose in my joints and muscles,love
im writing for those who have been told that they are weak or that their strengths are weaknesses and they were made to feel ashamed,sadness
i feel so terrified to tell her,fear
i never feel like it s actually dangerous but the sirens drown out the pogues and the reggae both about three times an hour,anger
i eat or sleep i cant get myself to feel the life loving energy i felt so easily before,love
i just love the way you feel and i wholeheartedly vote for adopting the gorgeous and healthy and scented amber queen lovely lady,joy
i ever feel ugly or ashamed of my body,sadness
i feel unwelcome in this town as if my time here has been spent my quota of memories well past brimming and my eviction notice is long overdue,sadness
i felt and still feel really horribly that i scared the poor guy so much that he dropped his tail but im eternally grateful to him for teaching me this fact,fear
im no longer feeling bitchy,anger
im bored and feeling ignored,sadness
i think my taiko experience so far has been at the root of my feeling dissatisfied and somewhat unhappy lately but theres just something else that i havent been able to explain,anger
i am feeling a little stressed about my book club coming up and dont know how im going to fit people into that place,anger
i just feel like if i can just make it through this week it will be ok,joy
i feel like a super hero of sorts,joy
i can feel her pissed off attitude towards me from far away,anger
i feel like if he was innocent he wouldn t feel like he has anything to prove,joy
i don t feel all that petty about crying over skin,anger
i feel like its one of the most valuable tools in my art box,joy
i feel generous and remain composed,joy
i feel sad that someone i once knew is leaving as someone i once knew,sadness
i feel in perfect height or just height threads picture images,joy
i feel i have rushed moments where i begin to take this life here for granted i just look at them they look at me and my graced life becomes the stage again warts crushed worms under foot and all the other conflicts that come with it,anger
i sincerely feel will benefit any relationship whether it is romantic family work or socially oriented,love
i cant sleep i switch on music if i need to wake up i switch on music if i feel morose music it is that comes to my rescue whenever i feel ecstatic the tunes are by my side if i want to meet my wild side hail music,sadness
i just didn t feel thrilled by the whole experience,joy
i feel awful still but really,sadness
i feel that popular culture especially in the uk and the usa is mired in an unsavoury mix squalor and stupidity,joy
i bet yahoo feel pretty shitty right now,sadness
i were not told of this news i would not feel regretful rather be unable to quiet my heart now,sadness
i was feeling sentimental and so it made sense to commemorate the milestone with a book,sadness
i would lie in bed and feel it somehow sparkle and i knew that even if most meningiomas are benign mine was growing and needed to come out sooner rather than later,joy
i would love to open up a beauty salon for real women one day somewhere those who do not necessarily have perfect bodies skin can come without feeling intimidated,fear
i feel as devastated as i do right now i cannot imagine how her family feels,sadness
i do think about certain people i feel a bit disheartened about how things have turned out between them it all seems shallow and really just plain bitchy,sadness
i feel its been very successful in doing that,joy
i want to share what happened when i asked my sister why all these bad things had been raining down on me because in truth i was feeling very low,sadness
i knew just the thing he needed what every guy needs when he s feeling overwhelmed james bond,fear
i guess i could say i was feeling pretty shitty like all the feelings ive suppressed from truc were starting to arise,sadness
i am feeling a little disheartened,sadness
i didn t feel accepted,joy
i like to eat chinese food to celebrate being with friends and french food when i m feeling romantic,love
i feeling soo agitated,fear
i was a little worried about telling her the thing about voldemort but i know how id feel if i still liked someone and they started dating someone else,love
i feel thrilled when one of the students signs up on facebook and manages to locate me when it was just a few months ago we started computer lessons at the school,joy
i cannot help but feel insulted that my master did not see the need to greet me upon my waking,anger
i feel so respected now,joy
i was feeling ignored lied to full half or no truth omission avoidance being left out on things as if this was just a game to you and as if you really did not want me around,sadness
i didn t feel abused and quite honestly it made my day a little better,sadness
i feel unusually mellow not having to worry about any of the aforementioned things not having to rely on tylenol pm or nyquil to lull me to sleep,joy
i bike back to my neighborhood and stop by a mall near my house and pick up a rmb tool set and take my monitor apart lcd wireless card bluetooth card isight camera so that i can bring them just the monitor casing heh i m feeling clever at this point,joy
i told my baby to kick or move so that daddy can feel you like i always do and of course my cute little cupcake did as i told and hubby woke up from his sleep and we just laughed,joy
i have a good feeling about im determined to make it the year i succeed,joy
i always feel scared when i see a cop instead of feeling safe,fear
i could make just one person feel loved for just a mere moment then my job here on earth has been fulfilled,love
i feel like a failure at parenting and each time one of the boys screams at me talks back to be or just blatantly disregards me i am convinced ive lost the battle,joy
i believe a publisher editor should bless his products with as light a hand as is possible and i feel that having my artwork on any of my chapbooks would strike one as being a little self aggrandisement and vain,sadness
i feel better without it,joy
i made her feel like crap and i said i hated her and i stopped loving her before the summer because shes never home anymore,anger
i do know that when i see the colour purple it makes me feel calm,joy
i still feel like the debate was vicious on both sides,anger
i feel i should make is how surprised but entertained i was by the inclusion of so many popular culture and gaming references in the story mode of the game,surprise
i do feel stressed i have a bunch of tools in my pocket to fight back with,anger
i feel like i want to hide away amp be distracted at the same time,anger
im watching my sodium which mostly means im feeling stunned and overwhelmed at how much is in everything we eat,surprise
i feel that he was being overshadowed by the supporting characters,love
i don t feel all that romantic,love
i find myself trying to discreetly smell his breath but then feel guilty for being so suspicious,sadness
i am sure im not alone when i say i am feeling drained from the events of the past week,sadness
i am still setting myself the challenge of painting roses in a way that i feel i am capturing their beauty and sweet perfume,joy
i feel strongly that by supporting because i am a girl we can have a positive impact on girls both on and off the soccer field said christine sinclair captain canadian women s national team,joy
i love this song and it always makes me feel happy,joy
i do feel that being the wife mother submissive that i am are all tied together i am not offended by the idea that i am submissive to my children,sadness
i forgive stanley hes not so quick to forgive as well and accuses me of making a foolish mistake and making him feel unwelcome in our apt,sadness
i often feel dissatisfied when i don t have at least one project going on,anger
i suppose it all goes along with feeling unwelcome and mostly being shunned,sadness
i still didnt feel satisfied with and about myself,joy
i want that feeling that someone is devoted to me and wants to keep me strong and go through things with me,love
i feel we have ignored the talents achievements and skills our our female politicians instead seeking moreso than male politicians to concentrate on their pasts,sadness
i was doing okay even done some enclosed seams and was feeling quite proud of myself until i realised id done the seams too big,joy
i feel a tad bit envious of my younger self i was in great running shape young and had my whole life ahead of me,anger
i didnt want to feel outcasted as the uptight religious mormon girl nor did i want to feel like i had to remind everyone i did not drink smoke or wear short dresses,fear
i have been given appointments with oncologists and radiologists per protocol following breast cancer surgery i have to admit that i feel strange,fear
i actually just took a two hour break because i was feeling too pissed to keep writing,anger
im feeling happy sad or angry,joy
im feeling a little tender and mashed today and im doing my best,love
i feel as though i am boring or a bit dull because it is hard to keep up with her energy and i do not want her to get the wrong impression,sadness
i feel like i m going to become sleep deprived even though there s only two days left of going to school,sadness
i am feeling wonderful filled with hope and faith,joy
i know she feels helpless but that kiss that cuddle the hug every morning and the love you every night,sadness
i don t know if it s normal to feel cranky and weepy at this stage of my pregnancy but lately i ve been feeling really sad and disappointed for not giving birth last weekend after i felt that i was having labor pains early friday morning until the morning of saturday,anger
i feel freaking fantastic this morning,joy
i feel is most important and an issue often glossed over in education and clinical training is the mental health of the therapist,joy
i wish there was something like this when i was younger i had a hard time asking questions without feeling embarrassed or awkward,sadness
i will never forget as he shot the dye into me telling me ok youre going to feel a hot flash and then it will feel like youve pissed yourself,love
i feel it my solemn duty to warn you,joy
i feel thats the most tragic human trait,sadness
i feel suck mad and sad,anger
i feel little impatient especially thinking of who the scoundrel will be coming to impose his her their will on me,anger
i generally refrain from putting friends bands up here mostly because i feel pretty goddamn weird about it but fuck it,fear
i feel a bit bitchy today lt take a look its free and it doesnt concern you so i was reading the critics for mamma mia,anger
i did a sketch of mikala and started working on panel four but im feeling particularly drained tonight,sadness
i feel a positive responsibility to see this through to reward our efforts and to make sure were all proud of the end result,joy
i slipped out feeling a bit shaken,fear
i wasnt feeling well so we had to cancel our plans to join a larger family gathering,joy
im not really feeling so whiney,sadness
i feel a bit rude leaving you hanging there from my last post with an almost done room and then radio silence,anger
i have this mixed up kinda feeling and i really feel unimportant to the people around me,sadness
i was feeling somewhat shaky and i know that i was experiencing the onset of the infamous bonk,fear
i woke up this morning feeling hopeful and energetic,joy
i would feel i missed out on a wealth of treasures if i did not read,sadness
i have tried to live a good honest life and yet it feels like im being punished,sadness
i feel that perfume ought to last all day long and never having to reapply which is certainly not the case with dorothy jessica parker s lovely,love
i walked out of there an hour and fifteen minutes later feeling like i had been beaten with a stick and then placed on the rack and stretched,sadness
im feeling confident about it,joy
i feel blessed that i am allowed to take things for granted,joy
i feel no bitter feelings for the fans that drove me out of the fandom anymore either,anger
i feel idiotic but now my friends and family are going to make fun of me for it and now that i thought i had a good reason to be proud this shit happens,sadness
i felt a sense of relief that i could feel again even though it was unpleasant,sadness
i wasn t sure what prompted the thought since i m feeling so blessed these days and the idea of giving up hasn t been a part of my thought process and rarely is in as long as i can remember,love
i have a job where i am needed and where i am missed when i go away and its not just the things that i do that are missed but me as a person and that feels amazing,joy
i don t always feel quite as graceful but that s a story for another time,joy
i cant help to also feel a little restless,fear
i cannot wait for school to end so i can change into a tank top and shorts and head to the gym and then to release my toxins and stretch and realize that homework is important but feeling good is even better,joy
i believe that im love i believe that youre love i believe that all life experiences and emotions are inspired by and exist as love even experiences and emotions which feel fearful,fear
i started feeling funny last monday i just knew i was pregnant,surprise
i spent the last two weeks feeling very afraid,fear
i feel very very rich and fulfilled and a part of the grand scheme of the universe,joy
im not feeling very graceful today,joy
i concluded that if my wife cheated on me with a man i would feel betrayed and devastated and my trust in her would plummet,sadness
i have now synced it with my itunes and feel delighted that music will be more accessible to me no matter where i am and can once again feature heavily in my life,joy
i dolphins feel sweet taste of victory defeat cincinnati bengals in overtime a href http twitter,joy
im feeling a little giggly here,joy
i feel like i should also mention that there was some content that i wasnt thrilled with either,joy
i obviously wasn t feeling particularly friendly and neither was i but we said yes anyway,joy
i feel like i just don t want to be bothered i just listen to music,anger
i feel bitter about me being like this but then i really am not,anger
i have i feel pathetic for lying if i say no,sadness
i left the game feeling a little devastated and sat contemplating my choices for some time afterwards,sadness
i spent a lot of time feeling overwhelmed with the amount of information he provided while reading the textbook,fear
i just feel its more romantic when these characters do not jump on each other on the first opportunity they get,love
i feel reluctant to go overseas one interesting fact is how the whole education system is so screwed up that to us ip seems so wow cus only a few schs get to go ip but to the schs,fear
i do is send that heavy energy down into her as an offering and i keep the piece on the ground until i feel that that energy has drained out of it into the earth,sadness
i feeling so aggravated about all of this,anger
i also feel paranoid and anxious,fear
i love this connection with the outdoors hearing the birds just returned from afar and my face getting nipped by the gentle chill of a spring breeze and feeling like im doing something productive,joy
i couldnt hellip even when it made my heart ache to simply look at you hellip because i loved you so much and i knew you would never return my feelings hellip and i couldnt bring myself to hate you for the idiotic stunt you pulled in the other room either though i do ask that you dont repeat it,sadness
i don t know why this makes me feel so distraught,fear
i like the domestic scene salty sweet combos recipe reviews the smell of rosemary babies the feeling of having exercised hand clapping rhymes books lost teacups and laundry that has been washed dried folded and put away,sadness
i feel like the nytimes publishes an article like this every year or so and each time we get pissed and feisty quick to lash out with a slew of offended and defensive responses,anger
i feel worthless confused edgy and mentally drained,sadness
i feel bad that i dont have a groupie shot with dan,sadness
i feel empty and i wait for new signs,sadness
i just feel very cheated and quite frightened that i was invaded like this,fear
i feel like im smart now,joy
i have been a pro at hiding my true feelings but the cracks are coming through so i am going to repair them and throw myself into being the supporting happy rock again,joy
i feel successful in balancing my paid work and family life or i am satisfied with the balance i have achieved between my work and life on a scale of to,joy
i started having that creepy feeling again like she still hated me,anger
i guess this is a memoir so it feels like that should be fine too except i dont know something about such a deep amount of self absorption made me feel uncomfortable,joy
i am so sorry for you to feel heartbroken when this should be a happy time in your life,sadness
i went to bed feeling pretty proud of myself even with the flubs i had a positive day,joy
i want to wake up every morning and feel excited about what s to come,joy
i did that last night and woke up feeling groggy until about lunch time,sadness
i feel such gratitude for the generous gifts we received on our wedding day over years ago,love
i feel eager to push forward but so far havent applied myself completely to it,joy
i start to lose that sense of independence in that i feel a lot more hesitant to do things,fear
i feel the cool night air against my face,joy
i feel my sweet boy traveling this difficult road alongside me,love
i knew my dress instantly last time because it made me feel special thats the reaction i wanted this time too,joy
i see newborn pictures though especially the kind taken in the hospital i mostly feel acutely sympathetic to the exhausted people holding these tiny swaddled and red faced confusing beasts,love
i got a lot of ideas and feel like the weekend had a very positive effect on me,joy
im old enough to have experienced lots of the stuff that jake encounters in albeit as a child and it jives with and jogs my recollections and induces a feeling of longing for older simpler times,love
i had the same physical problems years ago that i have today i would have thought i would never make it to while i now feel less bothered by those same problems since i dont have a choice and dont care to let them bother me,anger
i didn t feel useless anymore,sadness
i guess i feel a little vulnerable because i have to undergo all these physical changes in front of the whole world and it seems a little daunting,fear
i feel so disturbed and unsettled that i m not sure what to do at this point,sadness
i feel benevolent towards you today,joy
i feel awards are for people who are enormously talented,joy
i know i cannot rest of my laurels and its a a way of life now otherwise my bg will rocket again but my god it feels super good to know that i have made a massive difference in only months,joy
i feel rude taking pictures of them,anger
i am feeling pretty guilty about posting pictures of some stray cat i cuddled on the street and not even posting pictures of my own two cats,sadness
i feel cheated and at another i feel ashamed to have missed such a glaring defect,sadness
i it seemed like forever i want to put my phone life in knowing loving feeling seeing believing trusting and caring for her,joy
i spent most of the first day feeling pissed off thanks to the tourism and hospitality workers who trump thailands comparatively feeble efforts to fleece gullible white people,anger
i just cant stand that thick dragging feeling of oil paints so im glad i had the underlying texture on the wood to give the painting some extra interest,joy
i start to feel more appreciative of what god has done for me,joy
im feeling quite sad and sorry for myself but ill snap out of it soon,sadness
i feel sure that were i placed into a spanish speaking culture where no one spoke english it wouldn t take me long to be able to converse on a rudimentary level but that s unlikely to happen,joy
i am feeling frustrated or angry with my husband in general,anger
i feel restless and move walking a long way to find another right place,fear
i just started taking mine yesterday and i feel kinda funny,surprise
i must say that i feel a little depressed because everything i know could be completely meaningless,sadness
