Post_Text,Emotions
i miss them like crazy every time i think about them i feel a sense of melancholy a fervent yearning to see them to be by their side to know how they are doing,sadness
i feel like that s an acceptable favourite to have and yet nowhere can i see a terpene responsible for its flavour,joy
i cant do either of these things so i end up trying my hardest to suppress these feelings which makes me irritable and is very tiring,anger
i have a feeling she will sleep through the night more and be a little less agitated,fear
i died would alex and matt feel regretful for not coming to visit,sadness
i am feeling to embarrassed about my body to take my son to the local pool i ll think of this poor woman and just rock the most scandalous piece of swimwear available,sadness
i like about dating him is how outgoing he is which makes me feel more at ease because im somewhat shy,fear
i feel this strange sense of importance of life and the world when i stare at the stars all night,fear
i really want to share the chance for you to win too because i feel passionate about the subject,joy
i cant help feeling agitated about,fear
i feel like i am unhappy missing too much from the baby or anything else i will quit,sadness
i even picked out beautiful pearly looking snaps and is soft and comfy feels like caring for myself,love
i am feeling super lazy no screenshots to guide you today p hence read carefully before you proceed,joy
i feel a violent tug at my eye socket,anger
i see food weight gain and feeling punished rather than why i have this need to be in control at all times you know those pesky underlying issues,sadness
i feel weird,surprise
i wont lie im a little worried and nervous and i feel inadequate for the job but ill just do my best thats all my heavenly father wants of me,sadness
i woke up the morning of our hike feeling jubilant,joy
i am feeling really quite disheartened,sadness
i feel like a selfish bitch for feeling this way when countless impoverished people are suffering surely a hundred folds more than i am,anger
i feel stressed frequently,anger
i woke up feeling positive i was totally in the mood for doing this and this evening i feel the same i had a banana shake for breakfast a chocolate shake for dinner and a sunday roast for tea,joy
im feeling drained as usual,sadness
i was in the firm i feel passionate about what i am doing because it challenges my mind and intellect to solve some design problems and be around architects and designers really helped to create a conducive environment,love
im super pumped to have crossed the nano finish line my novel is far from finished but im feeling optimistic,joy
ive been struggling lately whenever i feel like saying something between having a reaction to myself of oh julia youre so clever and witty,joy
i begin to feel terribly rude and that causes me to become depressed,anger
i do feel that some muslims are generalizing their retaliation and possibly hurting innocent people,joy
i dont show my insecurity in my persona if not i might come off as a mad bitch whod practically hated on everyone just because shes feeling insecured and being too overly paranoid,fear
i feel gloomy and i desperately seek affection,sadness
i feel acclimated like i am finally a part of this organization rather than a timid observer,fear
i hate living under my dads roof because it gives him an excuse to be an asshole to me because hes providing for me to live here i think he feels that he needs to make me feel as unwelcome as possible so ill leave,sadness
i feel at the end of a run isn t because i broke a personal record or enjoyed the fog rising over the boardwalk during sunrise it s the sense of accomplishment knowing i beat my mind,sadness
i feel like i love everyone or at least i am compassionate toward others,love
i never feel bad spending money on other people just when i spend it on myself,sadness
i really thought that after we had her i would stop feeling pained when i heard about other people getting pregnant,sadness
i can think of to quit are not based on my own needs and wants but those of others scars make other people feel uncomfortable self injury makes friends feel like they aren t offering enough support cutting is something sad teenagers do,fear
i feel some control over caring for the little ones finances future decisions family tensions tough friendships you name it,love
im feeling awfully irritated and worried and for a few good reasons,anger
i feel hesitant to do it since i don t have any experience with programming and all,fear
i like the person i have become because i feel so much more carefree and liberated but at the same time i dont recognize myself,joy
i started pin pointing faults at home and with relationships feeling left out and confused about my purpose in peoples lives that i had once been close to,fear
i finally found this afternoon and i wear it feeling like a vicious lurker,anger
i put on make up for the first time in months because i needed to feel pretty,joy
ill be whingeing about how much i ache but at least i can feel slightly virtuous about it too,joy
i was still feeling lousy from the cough and the side effects of chemo were finally kicking in,sadness
i was so scared it wasnt even funny it just made me feel more pathetic and stupid,sadness
i was feeling extremely anxious,fear
im feeling quite pathetic and miserable actually,sadness
i want be there when she passed away or when she was not feeling good and same with my brother and other grandparents,joy
i stepped outside of the house feeling glad to be home again,joy
i feel like im in a really strange stage of my life right now as im entering my th year,fear
i dont know why i feel so unsure aout things and especially people,fear
i feel pained just thinking about it,sadness
i definetly need both as i have been feeling quite lethargic,sadness
i can feel the cold wind,anger
i really enjoyed feeling that i was not alone,sadness
i feel satisfied with it,joy
i did feel defeated,sadness
i watch iggy azealea strutting down a desert road in louboutins for her latest music video or rita ora stepping out for a dinner date in a red vivienne westwood gown i cant help but feel as though i would look cooler and feel more satisfied if i channeled their same sense of style,joy
i feel very lucky and it is nice to be able to buy some lovely resources for the little ones i care for,joy
i take a look as i try to get used to the feeling of his touch innocent as it is,joy
when i received the first year results as the first year had involved a lot of work and i was very pleased when i got the results,joy
i spent two weeks in zombie mode then two weeks feeling all my feelings again after being numb for so long,sadness
i feel cool reading this book especially when i take it along to read while waiting for a doctors appointment,joy
im feeling a bit apprehensive but excited as well,fear
i too still believe in feminism and i still believe in the saving power of rock music as bauer proclaims at the end of the article so why am i left feeling skeptical and unconvinced,fear
i feel grouchy or short tempered then the guilt kicks in,anger
i feel so nervous for them,fear
i was a feeling a bit low a few weeks back and i just focused on all the things that werent right in my life at the moment the requests that i had made that hadnt been granted,sadness
i who you cant help but feel sympathetic towards is a bit of a geek,love
i always think about my past and i start crying also i can be happy then idk why but i start feeling sad,sadness
i feel like i did when i was learning to use games factory eager but a little afraid,joy
i work in a neighborhood school i do not feel respected or supported,joy
i was canning tomatoes and feeling nostalgic,love
i still do a little floor workout because otherwise i feel antsy or cranky,anger
i feel like a snob but i ve been a bit skeptical of it from the start because i have no idea who kenny werner is and neither does thomas a musician who gave me the book,fear
i feel discouraged or even a little sad cause i havet had a long term relationship,sadness
id feel ashamed if it wasnt so pretty,sadness
i cant help but feel amused hmm,joy
i am not a professional historian by any means so some may feel as if i left out important things or took them out of context,joy
im feeling awfully overwhelmed by everything right now the demands from mother the needs of my family trying to shield my dear husband from as much as possible the list goes on and on,surprise
i feel determined to do well for my mother tongue paper that will be here in odd days time,joy
i feel like i must defend my beloved blue hehe,love
i have to report and suddenly your author feels bashful for his maniacal rants,fear
i feel offended by this girl,anger
i was tired sore and didnt really feel like makin the mile trip to church i was ecstatic to be there and enjoyed every minute of it,joy
im feeling about as horny as a dead goat,love
i can feel the damage in aching joints headaches backaches etc,sadness
i feel like a lousy person because i really cant think of anything profound to say,sadness
i feel troubled i guess would be the best word for it,sadness
i started to feel more lethargic everything that has happened to me in the past when ive let my fitness slip away was happening again and i was letting it just like i had before,sadness
i feel that animals are innocent and because they are innocent they shouldnt have to suffer because humans have problems,joy
i feel uncomfortable when i wear lenses that are not brown but these lenses make me want to get more blue lenses,fear
i am back in the shire and although it is lovely to be reunited with fields once more i am feeling a bit restless and missing london life,fear
im feeling adventurous i use his ideas as my own,joy
i really want to go buy some yardage of art gallery just to play with because it feels so amazing,surprise
i wish i could say hey you know if i died tomorrow i wouldnt feel cheated on life or regretful that i didnt accomplish something,sadness
ive lost some weight such that i could fit into a tiny skirt that ive been unable to wear because i didnt feel confident in it until now,joy
i feel lost atom href http www,sadness
i am offering two original works for immediate sale for cheaper than usual as i want to donate all the proceeds to a cause i feel very worthwhile before mid february,joy
i was i admit very worried about feeling isolated i work in a cubicle pretty much on my own unless someone needs me,sadness
ive been feeling pretty punished lately,sadness
i have made a few sets of his and hers wedding rings recently and i always feel so honored to be asked to make what is probably the most personal piece of jewellery that anyone ever buys,joy
i feel for all those who lost their homes those without power and all from this last bad storm,sadness
i was terrified that the revelation of my feelings would drive him away though he reassured me it wouldn t,joy
i hope you are all feeling glamorous today,joy
i didnt feel like i was respected,joy
i feel so complacent and start thinking that i am so smart,joy
i spent the day laughing so much i can feel my jaw aching for all the exercises and stretches it made,sadness
i feel glad that the stress that went into making sterile sky from spending nine months in senegal writing non stopped to facing some initial rejections at home farafina and cassava republic rejected the manuscript and to burdening friends with the manuscript is not in vain after all,joy
i already have my christmas trees up i got two and am feeling festive which i m sure is spurring me to get started on this book,joy
i always feel overwhelmed with a mixture of feelings while listening to these songs,surprise
i get so tired of pretending everything is great and granted things are pretty good yet i am feeling discontent,sadness
i are gay and feel assaulted by the right wing,fear
i was feeling kind of discouraged because nothing happened,sadness
i really need something that make me feel cute and ready to blog and this look really make my fashion juices into work with my vintage necklace and new bracelets like this bracelet from fleet i got a it a week ago and have wearing ever since,joy
i feel quite sure our paths will cross again,joy
i feel fake and forced where as the need to express myself as a woman seems true and natural but undeveloped,sadness
i miss not feeling guilt over so much stuff because i reacted in a terrible way or said no to my kids just for the sake of saying no,sadness
i am feeling a bit nostalgic today,love
i could feel how exhausted my arms and legs were,sadness
i am excited about new traditions with loved ones these days feel rich because of the precious ones before them,joy
i made to take my mind of feeling soooo rotten,sadness
i feel about gift cards they re after thoughts and rude,anger
i feel about the plight of these dogs so its lovely to find a turkish vet who really cares,love
i think writing like this will be more fun and fulfilling and i think that when i do decide to introduce b to my blog it will feel positive and overall more balanced,joy
i still feel the days are precious commodities dissolving away never to be seen again like a frosty ice cube melting under a glaring afternoon sun,joy
i most days feel like if braeden and calvin are happy then it has been a successful day,joy
i feel like im a horrible person and sometimes that im not even a good mother for the simple fact it happened and i dont know what to do,sadness
i have succumbed to the dreaded commuter virus and feel altogether a little bit rotten,sadness
i feel so super not old,joy
i recommend the jasmine green tea teapot service but didn t feel like having a cheese and tomato sandwich pretzel or donut though i could probably be convinced img src http s,joy
i left feeling pretty disappointed in my casting skills,sadness
i feel that as this greedy obsession continues sustainabilitys growth will be hindered,anger
i just have a feeling there s something special in his simplicity something that i m not yet able to put my finger on,joy
i feel like i get my money s worth because i m getting a delicious artisan cocktail in return,joy
i feel quite proud of myself this month as i managed to get through wait for it ten books,joy
i tried to answer as generally as i could but ive been struggling with my work lately and feeling pretty morose,sadness
when i failed the entrance exam of the medical school and was studying biochemistry which has no job prospects in zambia,anger
i hear the name i feel loved,love
im feeling very nostalgic over what happened in the last four years,love
i remember feeling so lonely as a child in my room even though i had a lot of toys to keep me occupied,sadness
i remember feeling another cramp but i also ignored it,sadness
i feel was smart as it avoided making the pages too cumbersome and additionally avoided the clumsiness of trying to introduce all the characters at once,joy
i think that for as much as i could feel myself trying to hide it my face must have betrayed the fact that i was none too pleased about being woken at such ungodly hour in the afternoon,joy
i have been crying a lot and feeling kind of depressed,sadness
i honestly feel envious,anger
i know im feeling agitated as it is from a side effect of the too high dose,fear
i take it easy even when i feel well kind of what stasia has been saying,joy
i often feel the need to defend just about anything even in casual conversation like blue s from the color code are usually christmas fanatics and i jump in and,joy
i feel one with the divine intelligence of life and can see it s creative expressions everywhere,joy
i have so many bright little faces burned into my memory the kids who made my life feel worthwhile who made me feel glad that i had decided to apply to this program and who made the really difficult days worth it,joy
i feel absolutely splendid right now,joy
i feel that every step in my plan has been taken with the divine help,joy
i feel pleasant staying away from the former,joy
i need to be intentional to do more things like that i think as a mom sometimes it can feel like you lose some of your personality b c as smart as my kids are their sense of humor is me making a silly face and chasing them around the house like a monster,joy
i feel her sweet sound nice melody of the song,joy
i feel a little less gloomy a little more optimistic or a little better prepared to face what life throws my way,sadness
i really hope im the only blogger they have treat this badly as i still feel super lousy about all and i wouldnt wish this crap on my worst enemy,joy
i get a feeling that why did i pay for getting so fucked,anger
i always intended on achieving just so i could be with everyone else and feel like i was an intelligent productive and successful person,joy
i feel glad to be teaching nursery children who have special needs and know that the study of art has better helped me to use art in the curriculum to make lessons more enjoyable and interesting for the pupils,joy
i make this blog post i am feeling the melancholy running through my veins,sadness
i ask about his wife annulment case he feels so irritated and kept on telling me it is on the process,anger
im still not feeling these days but cuddling with them almost always makes me feel a little bit better,joy
i feel love by sweet little arms wrapped around my legs wet kisses on my face and soft round cheeks on my lips,love
i am the type of person that absolutely hates to let anyone down and i feel like any time i have to tell him were broke im letting him down,sadness
i am feeling mega pathetic and clingy todayyy,sadness
i miss the feeling of someone actually caring about what is going on with me and how i am feeling,love
im feeling generous heres a holiday classic for you iframe allowfullscreen frameborder height src http www,love
i enjoyed the feeling of belonging and the sense that i was recognised and somehow valuable,joy
i can t make myself feel joyful but i can focus on the positive,joy
i feel shaken open as though my heart were broken into and there are no words to speak,fear
i even cry over you when you never once made me feel happy for a whole day,joy
i have never spent that much on any cosmetic product before and i feel foolish for doing so but i love the way this stuff feels on my skin,sadness
i can process everything properly but im feeling more positive and able to resume training,joy
ive been feeling sentimental and i got these two faux diamond rings,sadness
i thought about it a lot this weekend because i watched the fault in our stars which is about two kids who have cancer so that made me feel really weird and anxious,surprise
i to feel sympathetic about the children of the world and the bad messages that we send to them when we live in a lawless culture full of innuendo to the contrary,love
i asked feeling outraged,anger
im feeling energetic and motivated with my kids the days can move so slowly,joy
ill admit to feeling very nostalgic when i see photos of my sweet little girl in halloween costumes i made for her and i dream of the day that ill be called upon to fashion a small costume for a grandchild,love
i feel special joy in your elevation to this post,joy
i do i really do think i have some justification for feeling smug,joy
i feel much more energetic generally im sleeping better and so is my wife,joy
i just want the best for that boy maybe i can really stop feeling like im a heartless bitch,anger
i woke up today feeling pissed off,anger
i feel jealous of him touching someone else,anger
i tend to have a discomforting feeling or maybe get disturbed but that sense of emotion only plays out the way the book is being interpreted,sadness
ive been feeling cranky lately,anger
i feel very stunned that people got it in a big way,surprise
i feel you in every vain in every beating of my heart each breath i take pagetitle behind blue eyes,sadness
i remote which i feel is terrific and great worth,joy
i got to feel that lovely weight again,love
i was told to do it continues and the fact i feel fear frightened correction terrified of what is next,fear
i was feeling extremely shitty physically this morning,sadness
i have always wanted ice cream when i feel lousy,sadness
i love the long summer evenings where you can shoot into o clock and not feel as pressured as the short daylight hours winter provides,fear
i could feel my calf muscles starting to get grouchy and i had a cramp around my ribcage,anger
i feel romantic too,love
im not as low as my much dreaded lowests i have been feeling a zap and strain on fabulous in the last week,joy
i feel that people cannot possibly appreciate me that any compliments toward me cannot possibly be sincere or that i dont deserve compliments in the first place,joy
i am feeling jaded,sadness
i attended a free individual academic consultation which has helped me manage my time efficiently so i can fit my classwork activities and social life all in one day without feeling completely stressed out,sadness
i feel stressed my intention is to remain in control of my feelings,anger
i just got really crunk about a situation and now i feel like i have to write to calm down lol,joy
i can t believe that someone would feel that this is socially acceptable or even remotely ok,joy
i dont know i have this one feeling that i feel isolated on twitter well nobody were isolating me i just felt like among those who were having convos together im the only one who keep talking about how i am happy the drama ive been following was updating their new episode,sadness
i did feel sympathy for him and liked him more by the end of the story however i dont feel that enough time was spent on his turn around,love
i feel a divine calling to become an lsd chemist the pub shroomery message board link href smarty templates css www,joy
i hate feeling discontent but its what im feeling right now and im tired of hiding it,sadness
i will close my eyes and recite the following mantra every day and whenever i m feeling unsure frustrated or shiftless with my progress towards my top body,fear
i know i need sleep feeling dissatisfied with myself for what i ve yet to accomplish instead of glowing with pride at all i ve done,anger
i saw the pair of them walk out of the gates i couldnt help it the months of suppressed feelings of not being homesick came out for a few seconds anyways,sadness
i can remember i feel especially impressed to start fresh new and remove clutter,surprise
i was already feeling pretty nervous about this prospect as i had a suitcase full of dvds of which we only watched one,fear
i feel when they are distressed in the night is perhaps more than empathy,fear
i personally feel that url was a little vain and after awhile i started to get irritated by how self centered it sounded,sadness
i left the hospital that night feeling helpless,sadness
i refused to allow myself to feel dirty but my vulnerability allowed me to be manipulated quite a bit,sadness
i think it is easy to feel afraid when one considers the nuclear weapons the weather the protests the riots the police reactions the governments responses or the laws being passed,fear
im feeling pretty discouraged this morning,sadness
i feel even more alone although i have him,sadness
i i have all the predictable feelings loki is that guy i know from many many other fandoms im not impressed with me for my loki feelings,surprise
i cant even get through schindlers list much less see the actual death chambers and feel the ghosts of the tortured around me,anger
im feeling festive and i dont think i posted a good picture of our tree,joy
i looked down and feasted on the view of my own legs and knees and memorized the feel of the cars gentle rocking,love
i didn t feel like she was totally supportive,love
im feeling indecisive about what i want to do with the rest of my life,fear
i just posted when i reached to someones facebook that i used to think as one of my best friends which makes me feel so shocked and frustrated,surprise
i feel like ive never felt this lonely or depressed or unhappy with my life but i still smile and maintain and good mood in school,sadness
i sometimes feel quite isolated as we live in a regional area so i often think,sadness
im feeling pressured at my desk due to the piles of tasks waiting for me i will often pack up and go write in a quiet corner in my bedroom living room or kitchen,fear
i feel kind of insecure here anyways back to doha,fear
i was still feeling crappy but hoped it was just due to the flight and stuff so we cleaned ourselves up and i put on my sassy city girl outfit which was my perfect city dress with city walking shoes,sadness
i feel like there is a violent war going on in my stomach,anger
im feeling amorous tonight never again,love
i feel his innocent and loving breath on my neck,joy
i feel like im tortured like years ago,fear
i can wear anything and not feel bad,sadness
i always found there is undiscovered peaceful under the deeper water that make myself feel calm at same time when i be afraid at first sight i explored it,joy
i am trying to work on finding the joy in the simple thing that god is finding joy in my obedience to him even if it doesn t feel very joyful in the way that i am used to,joy
i am already feeling very much lousy i seriously do not need anyone to give me comments,sadness
i feel thrilled to be able to investigate my own personal mythology around this subject,joy
i feel after i quit a job i hated class thumbnail width,sadness
i know i am not alone in this feeling and a supportive community is the antidote,love
i love the feeling of carrying him in my arms and looking at his sweet sleeping face,joy
i feel like a total bitchy person today yay,anger
i feel uptight is it any wonder i dont know whats right,fear
i was afraid i was going to freaking explode my muscles locked into place and all i could feel was the absolutely ecstatic sensations ivy s hands were creating,joy
i feel we should not be supporting these rebels in a violent manner at all and particularly not give them weapons or funding,love
i just take what i feel like would taste delicious and start off,joy
i finish this note not wanting to sound sad i feel positive and happy iv written it down its gone from my head so i can stop dwelling and move on to making it happen,joy
when i heard a rumour that the st year exam results were out i had fear that i might be one of the failures,fear
i feel really low,sadness
im listing some reference verses to look up and read to remind you when thoughts and feeling of rejection haunt you that you are a beloved child of god,love
i feel ashamed oh how romantic,sadness
im feeling resentful and persecuted about that whole aspect,anger
i am so burdened to be a spiritual father to all generations and i really feel impressed that each and every believer should do so,surprise
im feeling just pretty rich,joy
im trying to do something often i just look at the whole problem and feel overwhelmed by it then sometimes avoid the issue for as long as i can,surprise
i feel bitter that my cancer was relegated to unnecessary to meet with someone as important as an oncologist,anger
i also have the feeling i need a very relaxed practice today,joy
i could have just paid and rushed off i dont think they could really have stopped me but i was also feeling my submissive sissy emotions bubbling to the surface,sadness
i feel like the jolly green giant next to her,joy
i don t feel that i am being punished for hidden sin in my life,sadness
i had horrible anxiety dreams every night last week and it made me feel really paranoid and of course all of that reading about conspiracy theories and unsolved crimes online didnt hugely help matters,fear
i feel like the thing that i call an artistic tendency in myself is really just laziness and narcissism justifying and strengthening each other,joy
i feel i really wronged commodore,anger
i hate the expectation that i must need a man in my life to feel worthwhile or valued,joy
imdoing good and its almost strange to feel carefree,joy
i reali feel glad,joy
i keep feeling like i m reaching him this last time i was so convinced that he was there that he was responding that he was listening to me but every time it just seems to all come crashing down again,joy
i feel like the proud parent who gets to see both kids go off to school together hand in hand and not be separated,joy
i look back to the pop music from the s my childhood it still feels fake,sadness
i started feeling this job was worthwhile,joy
i feel nervous but hes in control pretty soon,fear
i do feel that i need to do something more productive with my days not having the stress of exams has made me feel like i dont have a goal which im working towards if that makes sense,joy
i feel an urgency to introduce readers to the amazing and touching story of anna iya and erik,surprise
im temporarily wounded feeling like an idiot and have already missed yoga because of the fall,sadness
i feel as though im the most hated kid in school the biggest bitch and other times i just feel popular and loved by everyone,sadness
i am mellow and feeling particularly fond of all the human race i don t blame fertile people for not really knowing what to say or what to think or how to deal with it all,love
i feel was not acceptable and had this been better would of allowed me to meet the needs of some of the students in a more targeted way,joy
i apologize to all the ppl i dragged along with me to see it i feel shamed img src rte emoticons smile embaressed,sadness
i really thought i was ok with how things are but here i am out of no where crying and feeling empty and sorry for myself shame on me,sadness
i feel like that leaves me as the artistic equivalent of the crack between couch cushions,joy
i was feeling pretty low about that but joan saw my disappointment and lifted my spirit with corinthians,sadness
i get the feeling people think im very whiney which i know i am,sadness
