Post_Text,Emotions
i have no extra money im worried all of the time and i feel so beyond pathetic,sadness
i am tired of feeling more than someone else feels and being embarrassed that i said something that was not mutual,sadness
i feel like im just not passionate about anything anymore,joy
i feel this way about blake lively,joy
i am definitely feeling a bit melancholy but ill save the reflections for tomorrow,sadness
i feel much more comfortable finding those people who have articulated a vision that matches mine who have found the words to say what i am thinking and more importantly what i am feeling i am an a href http en,joy
i got there i didnt feel too bad i didnt feel much different if im honest,sadness
i feel it in the knot that forms in the back of my throat i feel it in the pit of my stomach i even feel it in my hands as they begin to go numb when my thoughts dwell on the particular shame filled topic,sadness
i will choose not to focus on him instead focusing on how i feel i will try not to focus on him and instead of being agitated by him i will choose to let the negative feeling go,fear
im feeling less adventurous,joy
i don t exactly feel sociable still,joy
i look at my calendar i feel overwhelmed by all of the appointments and obligations coming up,fear
i wish that i d feel as dignified in my homeland as i do in every other country,joy
i found out in a nutshell at this time you are feeling uptight and you are urgently in need of rest and relaxation but perhaps even more than that you need to overcome that feeling that you have been hard done by and treated with a complete lack of consideration,fear
i from behind she could practically feel his outraging distress which amused her slightly,joy
i always feel fearless january st,joy
i mean i am happy for others but how can a person feel ok with something when they themselves just suffered through a loss,joy
i feel too energetic and some days i just feel the opposite,joy
i waited for an eternity for it to download and now im remembering a day when i had to wait to go to walmart to buy a whole cd just to hear one song and feeling kinda dumb with my impatience,sadness
i know jack and he doesnt give up on men easy he just dumps them when he feels successful,joy
i think hes well aware of the internets reactions to gates and igle leaving and i imagine hes probably feeling a bit apprehensive of fans reactions to his work,fear
i kept trying to feel shocked or depressed or somehow affected but i could not,surprise
i found myself feeling a bit shamed defensive and excluded,sadness
i got a very nasty electrical shock when i was tampering with some electrical applainces,fear
im having a picnic feeling a little playful,joy
i feel ungrateful for stupid shit like,sadness
i to candy factory it was clearly a tourist production line but it didn t feel unpleasant or hurried just well planned and professional an interesting and picturesque visit,sadness
i listened to oral arguments for a case that left me feeling frustrated and confused,anger
i might do some self analysis just to maybe show you all how to do it yourselves if you want to or i ll talk about certain activities or exercises that will help you feel better or become a better person,joy
i wish there was something i could do sitting here in the midwest i feel so helpless,fear
i feel a strange obligation to be interested and encouraging even when the kid is clearly taking the piss,fear
im closer to the end of my road than to the beginning and i feel very tender towards myself,love
i probably know where im going like i know the back of my hand i still feel thrilled because i know every trip would reveal something new to me,joy
i feel honestly sorry for you,sadness
im feeling the need to stop and make some delicious meaty pasta or something despite having gone out for a roast dinner earlier,joy
im feeling stupid feeling stupid coming back to you,sadness
im trying to regroup after anatomy as ive been feeling depressed and exhausted for the past three weeks or so,sadness
i know it so difficult especially when you feel you have been wronged,anger
i like good jokes i like to have a good company and subkect of talking i like a man that can make a woman feel horny,love
im feeling playful i thought i would share my answers with you folks,joy
i feel less weird about soliciting guys for them because well i am a guy i guess and i dont feel bad about exploiting them maybe,surprise
im sure there are situations when this happens with the older crowd i feel its dangerous to do online dating when youre young,anger
when my father shouted at me for going to a party with my sister,anger
im feeling artistic here are a couple of drawings i did in the dust on ms car after it rained a couple of months ago,joy
i just feel extremely stressed because everything is happening so fast i cant manage to get my head around it,sadness
i feel disgusted that a situation like this had to happen in the first place,anger
im saying i feel fake,sadness
i didn t feel frightened i m rarely scared of any place but i couldn t help feeling uneasy in the company of so many big groups of men and the only woman visible anywhere,fear
i am feeling so violent i just fucking shuddered in anticipation,anger
i feel sort of helpless,sadness
i am continually having to dig deep within myself to push forward to do more and right now im feeling an awful like its not getting me much of anywhere and all the extra energy has been completely wasted,sadness
i feel so squeezed hate this feeling thats why i dont really like squeezing on buses or in the mrt unless im with people which wont be that bad as compared as being alone,sadness
i see people who have accomplished so much more than me and i feel envious and incompetent,anger
i feel confused and so uncertain of where im even at,fear
i have to think for days what to text him and i feel really nervous if he doesnt answer,fear
i hardly feel deprived,sadness
i am feeling overwhelmed i dont feel hopeless to often but i do cycle through frustration anxiety and sometimes anger that i have to go through this,surprise
i feel so embarrassed and humiliated korean attack victim accuses police sydney morning herald posted on pm with a href http brisbanehub,sadness
i almost always feel the inside of my tire but in my rushed state i failed to do this important step,anger
i feel like it is a valuable addition to any teachers repertoire,joy
i hope that today you too may get into something that makes you feel fiercely passionate,love
ive been feeling pretty mellow lately aside from stressing at work from time to time but thats work for you,joy
i am giving my pt takes the time to work with his patients and is determined to have them feeling better leaving then they did when they walked through the doors,joy
i know i sure do and i m feeling festive,joy
i don t mean this to be harsh selfish or uncaring but i feel that my readers will benefit most from the content that i provide rather than what is linked to a party,joy
i am feeling inspired,joy
i feel a longing to begin and to be there even right now,love
i feel like ive been punished and i can turn it around and dont have anything to be afraid of,sadness
i got outside i beat myself up pretty bad mentally of course for not going with my gut feeling but again i was hesitant b c ive never done this before and that was actually my very st time meeting with a seller and feeling good about a particular property,fear
i don t feel sorry for wisdom i know how many sleep hui live to be now and enthusiasm for the new china s socialist construction work,sadness
i feel foolish and miserable for getting drunk so easily,sadness
i feel funny things happening to my face and all over my body,surprise
i agree with that overall life philosophy but sometimes people and even kids need their negative emotions acknowledged so that they don t feel ignored and negated in what they are truly feeling,sadness
i wake up feeling like irma my handsome husband always reassures me that i am no irma and that i must take myself off head high to buy some shoes,joy
i am beginning to feel like a fabulous adult,joy
i feel like a faithful servant,love
i could think was i wonder how many days i have until i am feeling terrible,sadness
i was taught to complain and feel unhappy but it was not until quite recently i clearly understood the importance or gratitude and started to make it important in my life,sadness
i knew that comment was insulting but i was so angry at being told how i should feel by those who hadnt a clue that i didn t care if they felt insulted,anger
i think i have a right to know if my neighbour can t see if i m feeling envious or embarrassed or can t tell the difference between the don t walk guy from the walk guy,anger
i feel this so much more poignantly since the loss of our sweet boy oliver,joy
i feel horrible i know this is a bad situation but please dont judge me i really feel bad and the age of consent is in texas so our relationship is legal,sadness
i still can t shake the feeling of him loving us both equally,love
i began to feel woeful as i stared into the abyss of goal less task less list less ness but luckily huda came to the rescue with in,sadness
i don t really like to shop for the most part but when i feel threatened that s when i want to spend,fear
i shouldnt feel threatened by that,fear
im feeling truly adventurous ill go for a faux hawk of some sort,joy
i told my colleagues in the qa team that after knowing almost everything in the floor back when i was an agent now i feel like im a kid curious of almost everything,surprise
i feel anything internally i m convinced that i m feeling my last breath heartbeat burp whatever,joy
i feel like im supporting a community that i love with each purchase,love
i was feeling hesitant to part with any more money after my spendy trip to melbourne i chose instead to modify my existing copy of a href http www,fear
i feel like i havent blogged in a super long time,joy
i wake up every morning excited about breakfast rather than feeling like i cant be bothered,anger
i feel honoured and lucky to be the one making these images her,joy
i was very happy with impact made by valbuena and diaby especially the latter who i feel has what it takes to overhaul a shaky usual starter,fear
ive just been feeling extremely outcasted and insecure,fear
i feel frustrated that i cant answer questions for distributors or customers,anger
i feel like i dont even know how to trust that im trusting well enough,joy
i feel pretty safe but i do realize that we do have outside influences coming to our campus but i havent seen any real law enforcements come down either,joy
i feel a little naughty whenever i wear such a colour combo,love
i feel agitated and anxious and just plain weird,fear
i went to al anon amp talked to my sponsor about what ive been feeling lately amp my problems amp he assured me that i was making progress,joy
i am so sorry for making you feel unimportant lately,sadness
i feel assured that everything will be alright regardless of what im currently going through,joy
i feel greedy to want it to recede some more but there you have it i do want that,anger
i feel that im most amazed still by silent knight which is an instrumental song ala hizaki,surprise
i feel most vigorous while inspiration and motivation grip at my consciousness are also the times when physically i feel most dispirited,joy
i mean i feel like i always have to be someone else for people to like me becuase they wont understand my sarcastic side,anger
i feel as if is useful,joy
i feel accepted and loved and forgiven the grace of god is so healing,joy
im over having this feeling of doubt because i know that when he goes to his friends house there are a bunch of slutty chicks there,love
i wont vote this year just to feel naughty and inflammatory,love
i feel that the most caring member will leave a gigantic hole which most likely fukumura mizuki will fill in eventually,love
i was starting feel a bit regretful for the break up so i thought id write this list to remind me why i broke it off,sadness
ive read from others who have gone through similar circumstances it appears quite common and helps me feel less neurotic,fear
i have that feeling most days of the week im sincere,joy
i television of the feelings and so called suffering of the arabs whose homes are being inspected because of the chance they are hiding arab terrorists or something of the kidnapped boys,sadness
im tired of talking about myself i feel so vain i love it,sadness
ive been feeling kinda gloomy lately,sadness
i am feeling really adventurous,joy
i feel like such a goof ball for the things i am curious about but i see life as this adventure that i get to embark on and i want to squeeze every ounce of good from it,surprise
i started to feel a lil bit pissed off when i shared out advertorial by creating blog post or sharing in my social networking but there are some other people out there sharing out their adverts by asking people to click on those links,anger
im feeling very curious ill pull out geology maps,surprise
i feel vaguely cheated and a little amused,joy
i think there is no where id rather be right now than watching her little face relax her arms go slack and feeling her super soft forehead,joy
i must say it was first numb then ouch my head feel dazed,surprise
i woke up feeling artistic ish,joy
i feel when i mad at you,anger
i was feeling really hot and i thought id whip up a sorbet to cool me down,love
i know what you feel like that when fake ones come i reject them without even knowing who you are,sadness
i began feeling shaky my heart was sort of skipping around i felt like someone who had been drinking coffee all day long,fear
i also feel it is unfortunate that nearly all the readers of going to meet the man will be african americans unlike myself,sadness
i am good at what i do at helping and reaching kids that are often shrugged off as aggressive not worthwhile or unpleasant makes me feel useful,joy
i feel pathetic and uninspired,sadness
i could go on and on right now about what weve been through this year and what ive learned what micah could do when and such but i wont because this would be a book and honestly im not feeling fabulous today and micah has been dealing with a giant cold since thursday and we are wiped,joy
i got everything squared away and was feeling fairly productive already,joy
i never allowed myself to feel humiliated i had done nothing wrong and life was difficult enough without being denied any self respect,sadness
i definitely feel appreciative of my boyfriend,joy
i feel inhibited from spilling my,sadness
i know i dont normally share other peoples give aways unless i feel very passionate about them,joy
i mean i feel even more disgusted at myself after ive moved here when im usually just disgusted at the human race in general something like that,anger
i feel like texans are some of the most friendly and genuinely kind people you will ever meet but i still have my issues of old attitudes that just don t change nearly quickly enough for my taste,joy
i feel are most valuable i think he discounts as annoying or silly,joy
i guess my nephew feels like crap but the popular opinion is he ll be okay in a few days,joy
i feel so strong and i find a new way you never come back and i try to stay on the sunny side of life and i know that i will forget you i feel it deep in my heart no matter that you never loved me i do not regret the separation i welcome the new start,joy
i also reply to most comments so please feel free to share your thoughts and let s talk,joy
i truly feel that we are family and for that i am so thankful,joy
i feel a hesitant touch at my back and i lean back into the familiarly small hands,fear
i want as much of you as you are willing to give me and i plan on making you feel very generous,joy
i feel broke inside but i won t admit,sadness
i will feel comfortable handing it over to an editor,joy
i feel a petty sting of worry that i wont have tv reception for the breeders cup,anger
i was able to feel pretty,joy
i feel like i am still looking at a blank canvas blank pieces of paper,sadness
i have a hard time caring about the family of the main characters although the early seasons close attachment to dons marriage made bettys stories feel worthwhile because she was being lied to be an identify thief,joy
im feeling generous lets make that winners and,joy
i feel grouchy tonight,anger
im unsure if the color suits me ive become so used to either only wearing either nude brown berry or dark lip colors that i feel insecure wearing anything light,fear
i feel idiotic calling again though,sadness
i feel just like john from brave new world,joy
i tried to build up layer after layer of pencil to obtain definition and again i was left feeling dissatisfied,anger
im feeling slightly more graceful in the ballet of it all but thats always temporary,joy
i feel reassured that i was able to observe myself clinging with such clarity,joy
i dropped erik off feeling rather discontent with the evening,sadness
i saw him on galaxies magazine i feel curious why this singer is so famous,surprise
i didn t leave feeling sarcastic and annoyed at having to treat someone as though they re better than me,anger
i am doing this namely for myself but i feel that anything i write might be useful to someone else,joy
i feel like hes a little pissed at me,anger
i feel that perhaps an opportunity was missed to look a little closer at the individual stories of the indigo tribe in their offline state it s easy to see that with the hal sinestro antics and the william hand side plot oh,sadness
i have bad feelings towards guys because all the men in my family are really stubborn very aggressive and very competitive,anger
i came home still feeling pretty rotten,sadness
i feel beaten and discouraged,sadness
i didnt want to shoot him sorry to be a party pooper because i have been a lecture basher before and i know how it feels when people are hostile to you,anger
i have a feeling that alot of people think and feel this way and im sure its just apart of growing up,joy
i feel complimented or insulted,anger
i cant give you an exact reason but the book left me feeling discouraged while the movie is uplifting,sadness
i feel free i feel freedom,joy
i think its cos its a bit stormy out i always feel irritable and uncomfortable when its like that,anger
i did see a few people looking at the points and steps on the board behind me when they forget the next one which made me feel glad to have the aid in the back to prevent me from running back and forth to people who required help constantly,joy
i scare myself so much with these dreams wake up feeling out of control and convinced that ive hurt somebody,joy
i feel loyal to skirtsports,love
i have a well staffed office or a relatively less busy schedule things run more smoothly and i feel less stressed,sadness
i still dont know how i feel i hated getting wisconsin plates,anger
i feel im really just pissed,anger
i feel not having a generous spirit or a forgiving nature closes me off from accepting gifts from the universe,joy
i feel satisfied with one viewing for the moment,joy
i know exactly how she feels because i hated it so badly i got so depressed i was cutting myself when i got so low i started thinking about suicide i did run away to nyc the farthest place from them where they wouldnt be able to find me,anger
i do go for days as has happened recently i feel clearer and more compassionate,love
i feel like im not being loyal to my boyfriend even though i have not acted on my feelings for this guy,love
i went to see the entrance examination results at university i rejoyced at my success,joy
im betraying my youth and class origins here but the working world still feels very strange to me,fear
i kava and vanuatu kava he described a time to me when he had had bowls of kava and was feeling very relaxed the kava was definitely speaking to him,joy
i everyone this will be a bit of a brief post as ive got a stinking cold at the moment and am feeling very very crappy but i have another page done on,sadness
i feel mmf and i cant be bothered to fight it,anger
i like to show the homeowners these catalogs to get the feel of this a rel nofollow target blank href http www,sadness
i need to be able to pursue the creative opportunities i crave without feeling like i m throwing my family under the bus funny how they still want to be fed even when i have a big gig to prepare for,surprise
i was feeling pretty pleased with myself with the addition of two year birds and so i decided to walk around the fire station area which has produced good birds in the past,joy
i confess to struggling this weekend many times at the end of the day i would feel sad and whine to my af adorable fiance that i waaaant to eaaaat,sadness
i had a good feeling about the presentation and the reactions from the audience were fine,joy
i am feeling so super accomplished ive even forgotten what i was going to post about,joy
i cry and feel heartbroken every month when i get my period,sadness
ive spent the last several days feeling irritated with myself because im not writing,anger
i have come to find that i feel the most artistic creative inspired during the late hours of the night,joy
i have been feeling lied to and abused by lenders,sadness
i remember sometimes feeling relieved to be around my grandparents and older people,joy
i would come inside in the evenings bone weary and covered in muck feeling like i was finally accomplishing something worthwhile something in which i could have real pride and joy,joy
i feel so tortured by it,anger
i feel so tortured by it,fear
im fine but i feel i have wronged someone,anger
i think about my life there is a strong feeling that im such a innocent skin deep young lady,joy
i came to tv stations for first debut stage i feel like it was an joyful miracle,joy
im feeling so melancholy all day i know this is because ive been reading the perks of again,sadness
i feel grouchy,anger
i feel unloved and know im hated,sadness
i especially enjoyed listening to shotgun lovesongs on audio book as it just seemed to give even more depth and feeling to what is truly a very special novel,joy
i feel like i have an ugly duck face when i see him,sadness
i can feel a sense of comfort with nostalgic sweetness,love
i feel very privileged you did and i hope you stay awhile and comment if you want to,joy
i feel that my husband should have been punished more for his addiction with porn not only that but with all the abuse me and our children have suffered from his hands,sadness
i feel it was very rude to put a camera that close to anybody s face in any situation,anger
i feel like it title share on reddit reddit a target blank rel nofollow class technorati href http technorati,sadness
i am feeling much better and thought i should get going on the blogging front,joy
i actually feel a bit reluctant to really tell you too much about it,fear
winning a rowing race at a karapiro regatta with other friends,joy
i did find myself wondering just how her stepchildren may feel about featuring so prominently in the book their relationship with valente is not always peaceful and harmonious and she does comment quite frankly on how they made her feel on occasions,joy
i feel is love and peace acceptance and a gentle guiding an encouragement to have faith and stand tall regardless of human reactions and to rest regularly in the field of love within via meditation,love
i the only wife that consistently feels inadequate,sadness
i was still feeling distressed richie got another catheter bag he took off the old bag and connected the new one,fear
i feel like im being naughty coming home on a tuesday morning,love
i came home looking good and feeling much more outgoing,joy
i feel for peter he was convinced of his unworthiness,joy
i feel everyone should be valued at their worth and must have their primary rights,joy
i have angel alone and although i feel a little more relaxed i know im still stressing majorly about travelling tomorrow and all of the things we need to do before tomorrow,joy
i love to be beside the ocean when i feel distressed,fear
i feel kinda cool,joy
i feel pretty pathetic now,sadness
i feel like this sums up the vanity of humans funny pictures funny quotes funny memes funny pics fails autocorrect fails,surprise
i sure feel triumphant lately,joy
i am feeling all nostalgic i went on pinterest and found some great looking recipes for tomatoes and had to share a href http media cache ec,love
i found out i was pregnant which is alot but it makes me feel a little less scared knowing that my doctor is watching everything and were taking things day by day,fear
i hope all of you epers feel terrific too,joy
i feel content to just be present giving my full attention to this weather masterpiece,joy
i just need to swear off feelings caring relationships,love
i feel grouchy at one point then it changes to a panic then to having this feeling like someone or something is after me,anger
i hide what i am truly feeling thinking for fear that it will lead to something far more dangerous,anger
i dont want to deny what i feel my body aching for,sadness
i often look around and feel very overwhelmed,fear
im fighting some sniffles that developed last night wasnt feeling the most energetic this morning,joy
i feel i cant breathe at times but its the cute nervous where you know this person is the one you should be with because you dont feel it with anyone else,joy
i let emotion leak into the decision process and ended up with m feeling resentful,anger
id let you kill it now but as a matter of fact im not feeling frightfully well today,joy
im feeling hopeful about a great deal of things which is a good thing,joy
i feel deeply honoured more than anything,joy
i feel so blessed to have known both,joy
im not sure what will come of this decision but im feeling excited to participate again,joy
i am feeling so helpless ma i am being unable to fight your illness i am being unable to take you out from that pain i feel helpless today,sadness
i haven t been here for even a year yet i can t help but feel slightly disillusioned about the peace corps ideal,sadness
i know that i m going to get my dark chocolate every day and not feel deprived,sadness
i feel my heart aching really,sadness
i know what i want will take next semester but i feel entirely too complacent,joy
i feel i am on an emotional roller coaster,sadness
i feel a strange type of peace with this go around that i never felt with ally,surprise
i still find myself visiting there on my blah days when im feeling lost on how to obtain the joy of a peaceful existence,sadness
ive been sitting in my wheel chair to move laundry and while the chair isnt terribly maneuverable due to the confines of the small laundry area at least it feels fairly safe even it it is still quite a struggle,joy
i dont come from a perfect past i come from a past that feels very messy and loud and chaotic and full of words words words that never really meant much or were lies,sadness
i feel really amazed at times at what ive come through in the past months,surprise
i feel super awkward and out of place right now,joy
i didnt regret anything after bought this and i feel so satisfied about it thankyouu lt,joy
im tired or feeling a little shitty it always puts me in a better mood,sadness
i feel lovely inside,love
i wouldnt feel suspicious for muslim terrorist like to blow things up hijack planes kidnap use bio warfare and shoot,fear
i feel terrible for never really listening to the women who had told me it was hard for them,sadness
i think my mother told me that they feel threatened where they live,fear
i can still feel the anger pounding in my ears but the certainty is starting to trickle away leaving me shaken and unsure,fear
i know what it feels like to be the popular boy band on top of the pops looks like were heading in one direction,joy
i lose it and make myself heard i feel like an idiot because i suddenly realize my point was either unimportant or unnecessary,sadness
i feel for goes far beyond artistic reverence,joy
i feel india management should and must be regretting the vital mistake they made during wc when they made a deadly mistake of dropping laxman for dinesh for just his fielding qualities when we all know that laxman is not at all a bad slipper,joy
i have to admit that i m feeling quite gloomy today the first real day on my own in atlanta,sadness
ive spent a good chunk of the day feeling quite agitated in a taut way as though it wouldnt take much for me to really snap and chew someones head off,fear
i feel like taking a whack at someone s eye and spitting on it a cranky old lady i try to cheer myself up,anger
i feel like they think i hate them or something and its just weird,fear
i enjoy going to churches acquired there feeling is always so peaceful and tranquil thats why ive had a wish to visit pochayiv monastery and without comments it was really worthy,joy
i feel some kind of artistic stream in my head,joy
im not really terrified of childbirth this time around and even though i know no matter what unexpectedly pops up you really can survive it and even though the author of my baby planner would be beaming with pride that i followed her instructions to the letter im still feeling a bit uncertain,fear
i still feel like i am in the process of learning how to write in a blogging style but slowly i am becoming better at it,joy
i thought it would be a good time to check in on weasel nation to see how they were feeling about their donut loving coach and their floundering football team,love
i told my dad i would make him a wall hanging for christmas so now i feel a bit more confident with making these stars to head into that project,joy
when i broke my leg i felt fear,fear
i have spent days on the problem i am now feeling eager to finish the job the plan is go into work try my solution and then get on the phone to tell the customer what to do div style clearboth padding bottom,joy
i feel personally ashamed that god made the sacrifice he did,sadness
i was still feeling bitchy not sad,anger
i don t know if anybody will ever be able to feel how i feel or at least relate when everything is lost you find yourself missing and longing for it them,sadness
i cant seem to get passed feeling stunned,surprise
i am struggling to enjoy the things i used to love i go out and surround myself with people despite that all i really want to do is isolate myself from everyone and hide under the duvet i feel lonely and apathetic to almost everything around me,sadness
i have been feeling suitably punished,sadness
i feel that this is important in itself the fact that we all have our own individual way of grieving,joy
i know that feeling awkward and not having friends in a space contributes to this,sadness
i compare my insides to other people s outsides i feel inadequate,sadness
i feel a special draw toward and awed admiration for the firefighters who led the charge into the towers when everyone else was rushing out,joy
i asked her if she could feel her precious dogs soul,joy
climbing a mountain to see a view,fear
i never stop feeling thankful as to compare with others i considered myself lucky because i did not encounter ruthless pirates and i did not have to witness the slaughter of others,joy
i dont know why but i just cant help but feel this innocent yet awkward feeling towards her,joy
someone acting stupid in public,anger
i started feeling pathetic and ashamed,sadness
i look back at i feel very guilty about the money i spent on myself which could have been spent on the family,sadness
i always feel vaguely suspicious giving my personal details to random strangers i tell myself not to give her my real date of birth,fear
i was back in my hometown feeling unhappy in need of an escape,sadness
i feel like a super hero now that she naps amp sleeps in her crib,joy
i just feel too overwhelmed i can t see the forest for the trees as the saying goes,fear
i dont know what it is about me and sweets they make me feel bouncy and pleased with everything,joy
i did not feel intimidated by the wealth of past greek writing but was instead inspired soothed relaxed stimulated by the landscape the legends and the history,fear
im feeling good i increase,joy
i guess i could have done so many things before giving up i suppose i feel so content with loosing that like with the rest of things that should matter in this world i just dont care,joy
i hope he will pull out the tissue paper himself but i feel like to him sunday will be just another day to be cute and wonderful,joy
i just found out that my gut feeling unpleasant though it was was correct,sadness
i feel that if this issue isn t resolved it may result in people abandoning this wonderful plugin,joy
